Fecha,MATERIAL,Cantidad,VENDEDOR,Día de la Semana,Mes,Año,Estación,Ventas Diarias,Lag_1,Lag_2,Lag_3
2023-01-02,10901 CAM 70 NEGRO,2.0,VENTAS RESTREPO,Monday,1,2023,Invierno,2.0,105018.0,105018.0,105018.0
2023-01-03,10901 CAM 70 NEGRO,50.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,5050.0,2.0,105018.0,105018.0
2023-01-03,10901 CAM 70 NEGRO,50.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,5050.0,5050.0,2.0,105018.0
2023-01-03,310101 FLEECE NEGRO,20.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,20.0,2303.0,2303.0,2303.0
2023-01-03,620101 MALLA SANDWICH NEGRA,,VENTAS RESTREPO,Tuesday,1,2023,Invierno,,,,
2023-01-04,10901 CAM 70 NEGRO,400.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,400200.0,5050.0,5050.0,2.0
2023-01-04,10901 CAM 70 NEGRO,200.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,400200.0,400200.0,5050.0,5050.0
2023-01-04,130103 CAM 120 NEGRO,5.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,5.0,20.0,,
2023-01-04,130118 CAM 150 NEGRO,,VENTAS RESTREPO,Wednesday,1,2023,Invierno,,10.0,16.0,2.0
2023-01-04,130118 CAM 150 NEGRO,,VENTAS RESTREPO,Wednesday,1,2023,Invierno,,,10.0,16.0
2023-01-04,620125 MALLA SANDWICH COLMENA,1.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,41.0,41.0,51.0,51.0
2023-01-05,10901 CAM 70 NEGRO,230.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,2306.0,400200.0,400200.0,5050.0
2023-01-05,10901 CAM 70 NEGRO,6.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,2306.0,2306.0,400200.0,400200.0
2023-01-05,130103 CAM 120 NEGRO,200.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,200.0,5.0,20.0,
2023-01-05,310101 FLEECE NEGRO,1.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,1.0,20.0,2303.0,2303.0
2023-01-05,310131 FLEECE LILA,,VENTAS RESTREPO,Thursday,1,2023,Invierno,,,,
2023-01-05,620104 MALLA SANDWICH AZUL OSCURA,3.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,103.0,103.0,10.0,11.0
2023-01-05,620125 MALLA SANDWICH COLMENA,50.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,501.0,41.0,41.0,51.0
2023-01-05,620125 MALLA SANDWICH COLMENA,1.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,501.0,501.0,41.0,41.0
2023-01-06,130118 CAM 150 NEGRO,4.0,VENTAS RESTREPO,Friday,1,2023,Invierno,4.0,,,10.0
2023-01-06,310101 FLEECE NEGRO,3.0,VENTAS RESTREPO,Friday,1,2023,Invierno,3.0,1.0,20.0,2303.0
2023-01-06,620101 MALLA SANDWICH NEGRA,,VENTAS RESTREPO,Friday,1,2023,Invierno,,,,
2023-01-06,620125 MALLA SANDWICH COLMENA,2.0,VENTAS RESTREPO,Friday,1,2023,Invierno,2.0,501.0,501.0,41.0
2023-01-07,10901 CAM 70 NEGRO,1.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,12.0,2306.0,2306.0,400200.0
2023-01-07,10901 CAM 70 NEGRO,2.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,12.0,12.0,2306.0,2306.0
2023-01-07,310101 FLEECE NEGRO,30.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,30.0,3.0,1.0,20.0
2023-01-07,620104 MALLA SANDWICH AZUL OSCURA,10.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,10.0,103.0,103.0,10.0
2023-01-07,620125 MALLA SANDWICH COLMENA,2.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,2.0,2.0,501.0,501.0
2023-01-10,10901 CAM 70 NEGRO,600.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,600.0,12.0,12.0,2306.0
2023-01-10,11201 CAM 70 ROJO,40.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,4035.0,22.0,22.0,100.0
2023-01-10,11201 CAM 70 ROJO,35.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,4035.0,4035.0,22.0,22.0
2023-01-10,130103 CAM 120 NEGRO,16.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,16.0,200.0,5.0,20.0
2023-01-10,130118 CAM 150 NEGRO,10.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,10.0,4.0,,
2023-01-10,20403 CAM 100 BEIGE HUESO,2.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,2.0,1.0,20.0,50.0
2023-01-10,310101 FLEECE NEGRO,,VENTAS RESTREPO,Tuesday,1,2023,Invierno,,30.0,3.0,1.0
2023-01-10,310110 FLEECE NARANJA,1.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,1.0,,,3.0
2023-01-10,310111 FLEECE AMARILLO,1.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,1.0,34.0,34.0,3.0
2023-01-10,310120 FLEECE IS OSCURO,1.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,1.0,2.0,,
2023-01-10,310131 FLEECE LILA,3.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,3.0,,,
2023-01-11,10203 CAM 70 AZUL REY,26.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,,40.0,200.0,0.0
2023-01-11,10203 CAM 70 AZUL REY,,VENTAS RESTREPO,Wednesday,1,2023,Invierno,,,40.0,200.0
2023-01-11,10204 CAM 70 AZUL OSCURO,,VENTAS RESTREPO,Wednesday,1,2023,Invierno,,400.0,3.0,0.0
2023-01-11,10301 CAM 70 BLANCO,60.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,60.0,11.0,23.0,30.0
2023-01-11,10901 CAM 70 NEGRO,10.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,1052.0,600.0,12.0,12.0
2023-01-11,10901 CAM 70 NEGRO,52.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,1052.0,1052.0,600.0,12.0
2023-01-11,11201 CAM 70 ROJO,26.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,262.0,4035.0,4035.0,22.0
2023-01-11,11201 CAM 70 ROJO,2.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,262.0,262.0,4035.0,4035.0
2023-01-11,130103 CAM 120 NEGRO,100.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,100.0,16.0,200.0,5.0
2023-01-11,310101 FLEECE NEGRO,2.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,2.0,,30.0,3.0
2023-01-11,310111 FLEECE AMARILLO,20.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,20.0,1.0,34.0,34.0
2023-01-11,310112 FLEECE ROJO,,VENTAS RESTREPO,Wednesday,1,2023,Invierno,,,2.0,
2023-01-11,310126 FLEECE CAFÉ,2.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,2.0,1.0,3.0,
2023-01-11,620104 MALLA SANDWICH AZUL OSCURA,10.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,10.0,10.0,103.0,103.0
2023-01-12,10301 CAM 70 BLANCO,,VENTAS RESTREPO,Thursday,1,2023,Invierno,,60.0,11.0,23.0
2023-01-12,10901 CAM 70 NEGRO,50.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,504210.0,1052.0,1052.0,600.0
2023-01-12,10901 CAM 70 NEGRO,42.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,504210.0,504210.0,1052.0,1052.0
2023-01-12,10901 CAM 70 NEGRO,10.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,504210.0,504210.0,504210.0,1052.0
2023-01-12,11302 CAM 70 VERDE PISTACHO,300.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,300.0,,,400.0
2023-01-12,120101 P.CONEJO NEGRO,2.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,21.0,1.0,,
2023-01-12,120101 P.CONEJO NEGRO,1.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,21.0,21.0,1.0,
2023-01-12,310101 FLEECE NEGRO,1.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,1.0,2.0,,30.0
2023-01-12,310120 FLEECE IS OSCURO,1.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,1.0,1.0,2.0,
2023-01-12,310131 FLEECE LILA,2.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,2.0,3.0,,
2023-01-13,10204 CAM 70 AZUL OSCURO,50.0,VENTAS RESTREPO,Friday,1,2023,Invierno,50.0,,400.0,3.0
2023-01-13,10301 CAM 70 BLANCO,10.0,VENTAS RESTREPO,Friday,1,2023,Invierno,10.0,,60.0,11.0
2023-01-13,10803 CAM 70 LILA,50.0,VENTAS RESTREPO,Friday,1,2023,Invierno,50.0,,200.0,10.0
2023-01-13,10901 CAM 70 NEGRO,18.0,VENTAS RESTREPO,Friday,1,2023,Invierno,18.0,504210.0,504210.0,504210.0
2023-01-14,10202 CAM 70 AZUL PASTEL,43.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,43.0,1.0,200.0,16.0
2023-01-14,10301 CAM 70 BLANCO,,VENTAS RESTREPO,Saturday,1,2023,Invierno,,10.0,,60.0
2023-01-14,10901 CAM 70 NEGRO,70.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,70100912033.0,18.0,504210.0,504210.0
2023-01-14,10901 CAM 70 NEGRO,100.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,70100912033.0,70100912033.0,18.0,504210.0
2023-01-14,10901 CAM 70 NEGRO,9.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,70100912033.0,70100912033.0,70100912033.0,18.0
2023-01-14,10901 CAM 70 NEGRO,120.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,70100912033.0,70100912033.0,70100912033.0,70100912033.0
2023-01-14,10901 CAM 70 NEGRO,33.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,70100912033.0,70100912033.0,70100912033.0,70100912033.0
2023-01-14,120101 P.CONEJO NEGRO,3.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,3.0,21.0,21.0,1.0
2023-01-14,310101 FLEECE NEGRO,10.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,101.0,1.0,2.0,
2023-01-14,310101 FLEECE NEGRO,1.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,101.0,101.0,1.0,2.0
2023-01-14,310137 FLEECE MOSTAZA,1.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,1.0,1.0,2.0,2.0
2023-01-14,430510 BO 35X41 NEGRA,2.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,23.0,12.0,3.0,1.0
2023-01-14,430510 BO 35X41 NEGRA,3.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,23.0,23.0,12.0,3.0
2023-01-14,620104 MALLA SANDWICH AZUL OSCURA,2.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,2.0,10.0,10.0,103.0
2023-01-16,10901 CAM 70 NEGRO,1.0,VENTAS PRINCIPAL,Monday,1,2023,Invierno,116001020.0,70100912033.0,70100912033.0,70100912033.0
2023-01-16,10901 CAM 70 NEGRO,1.0,VENTAS PRINCIPAL,Monday,1,2023,Invierno,116001020.0,116001020.0,70100912033.0,70100912033.0
2023-01-16,10203 CAM 70 AZUL REY,10.0,VENTAS RESTREPO,Monday,1,2023,Invierno,10.0,,,40.0
2023-01-16,10901 CAM 70 NEGRO,600.0,VENTAS RESTREPO,Monday,1,2023,Invierno,116001020.0,116001020.0,116001020.0,70100912033.0
2023-01-16,10901 CAM 70 NEGRO,10.0,VENTAS RESTREPO,Monday,1,2023,Invierno,116001020.0,116001020.0,116001020.0,116001020.0
2023-01-16,10901 CAM 70 NEGRO,20.0,VENTAS RESTREPO,Monday,1,2023,Invierno,116001020.0,116001020.0,116001020.0,116001020.0
2023-01-16,130103 CAM 120 NEGRO,50.0,VENTAS RESTREPO,Monday,1,2023,Invierno,505.0,100.0,16.0,200.0
2023-01-16,130103 CAM 120 NEGRO,5.0,VENTAS RESTREPO,Monday,1,2023,Invierno,505.0,505.0,100.0,16.0
2023-01-16,130118 CAM 150 NEGRO,3.0,VENTAS RESTREPO,Monday,1,2023,Invierno,3.0,10.0,4.0,
2023-01-16,140102 CAM 50 NEGRO,15.0,VENTAS RESTREPO,Monday,1,2023,Invierno,15.0,,,20.0
2023-01-16,20301 CAM 100 BLANCO,1.0,VENTAS RESTREPO,Monday,1,2023,Invierno,1.0,50.0,2.0,2.0
2023-01-16,20901 CAM 100 NEGRO NEUTRO,,VENTAS RESTREPO,Monday,1,2023,Invierno,,2.0,,
2023-01-16,20901 CAM 100 NEGRO NEUTRO,,VENTAS RESTREPO,Monday,1,2023,Invierno,,,2.0,
2023-01-16,310112 FLEECE ROJO,,VENTAS RESTREPO,Monday,1,2023,Invierno,,,,2.0
2023-01-17,130118 CAM 150 NEGRO,200.0,VENDEDOR E-COMMERCE,Tuesday,1,2023,Invierno,20010.0,3.0,10.0,4.0
2023-01-17,10202 CAM 70 AZUL PASTEL,,VENTAS RESTREPO,Tuesday,1,2023,Invierno,,43.0,1.0,200.0
2023-01-17,10203 CAM 70 AZUL REY,21.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,21.0,10.0,,
2023-01-17,10403 CAM 70 BEIGE HUESO,,VENTAS RESTREPO,Tuesday,1,2023,Invierno,,,98.0,60.0
2023-01-17,10802 CAM 70 MORADO CLARO,,VENTAS RESTREPO,Tuesday,1,2023,Invierno,,,50.0,400.0
2023-01-17,10803 CAM 70 LILA,,VENTAS RESTREPO,Tuesday,1,2023,Invierno,,50.0,,200.0
2023-01-17,10901 CAM 70 NEGRO,15.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,15.0,116001020.0,116001020.0,116001020.0
2023-01-17,11101 CAM 70 ROSADO PASTEL,4.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,4.0,100.0,25.0,400.0
2023-01-17,11302 CAM 70 VERDE PISTACHO,,VENTAS RESTREPO,Tuesday,1,2023,Invierno,,300.0,,
2023-01-17,11303 CAM 70 VERDE JADE,2.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,2.0,100.0,200.0,10.0
2023-01-17,130118 CAM 150 NEGRO,10.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,20010.0,20010.0,3.0,10.0
2023-01-17,140102 CAM 50 NEGRO,2.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,2.0,15.0,,
2023-01-17,50101 CAM SUBO 70 BLANCO,11.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,11.0,200.0,,
2023-01-17,620105 MALLA SANDWICH BLANCA,1.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,1.0,1.0,,
2023-01-17,620125 MALLA SANDWICH COLMENA,1.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,12.0,2.0,2.0,501.0
2023-01-17,620125 MALLA SANDWICH COLMENA,2.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,12.0,12.0,2.0,2.0
2023-01-18,10301 CAM 70 BLANCO,25.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,25.0,,10.0,
2023-01-18,10901 CAM 70 NEGRO,10.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,10306.0,15.0,116001020.0,116001020.0
2023-01-18,10901 CAM 70 NEGRO,30.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,10306.0,10306.0,15.0,116001020.0
2023-01-18,10901 CAM 70 NEGRO,6.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,10306.0,10306.0,10306.0,15.0
2023-01-18,11001 CAM 70 NARANJA ZANAHORIA,10.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,10.0,10.0,100.0,100.0
2023-01-18,11302 CAM 70 VERDE PISTACHO,100.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,100.0,,300.0,
2023-01-18,130103 CAM 120 NEGRO,3.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,3.0,505.0,505.0,100.0
2023-01-18,140101 CAM 50 BLANCO,510.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,510.0,800.0,400.0,70.0
2023-01-18,290101 T REFLE IS CON BASE,6.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,6.0,5.0,1.0,
2023-01-18,310101 FLEECE NEGRO,20.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,20117.0,101.0,101.0,1.0
2023-01-18,310101 FLEECE NEGRO,11.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,20117.0,20117.0,101.0,101.0
2023-01-18,310101 FLEECE NEGRO,7.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,20117.0,20117.0,20117.0,101.0
2023-01-18,620124 MALLA SANDWICH AZUL NOCHE,3.0,VENTAS RESTREPO,Wednesday,1,2023,Invierno,3.0,1.0,,
2023-01-19,10901 CAM 70 NEGRO,300.0,VENDEDOR E-COMMERCE,Thursday,1,2023,Invierno,30048.0,10306.0,10306.0,10306.0
2023-01-19,10403 CAM 70 BEIGE HUESO,28.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,28.0,,,98.0
2023-01-19,10502 CAM 70 CAFÉ OSCURO,6.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,6.0,2.0,,
2023-01-19,10901 CAM 70 NEGRO,48.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,30048.0,30048.0,10306.0,10306.0
2023-01-19,130103 CAM 120 NEGRO,3.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,310.0,3.0,505.0,505.0
2023-01-19,130103 CAM 120 NEGRO,10.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,310.0,310.0,3.0,505.0
2023-01-19,130118 CAM 150 NEGRO,10.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,10.0,20010.0,20010.0,3.0
2023-01-19,20403 CAM 100 BEIGE HUESO,50.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,50.0,2.0,1.0,20.0
2023-01-19,310101 FLEECE NEGRO,,VENTAS RESTREPO,Thursday,1,2023,Invierno,,20117.0,20117.0,20117.0
2023-01-19,310101 FLEECE NEGRO,1.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,,,20117.0,20117.0
2023-01-19,310116 FLEECE MARFIL,,VENTAS RESTREPO,Thursday,1,2023,Invierno,,,,2.0
2023-01-19,50101 CAM SUBO 70 BLANCO,6.0,VENTAS RESTREPO,Thursday,1,2023,Invierno,6.0,11.0,200.0,
2023-01-20,10203 CAM 70 AZUL REY,50.0,CARLOS ALBERTO LEON HERNANDEZ,Friday,1,2023,Invierno,50.0,21.0,10.0,
2023-01-20,10204 CAM 70 AZUL OSCURO,50.0,CARLOS ALBERTO LEON HERNANDEZ,Friday,1,2023,Invierno,50.0,50.0,,400.0
2023-01-20,10502 CAM 70 CAFÉ OSCURO,50.0,CARLOS ALBERTO LEON HERNANDEZ,Friday,1,2023,Invierno,50.0,6.0,2.0,
2023-01-20,10701 CAM 70 GRIS OSCURO,50.0,CARLOS ALBERTO LEON HERNANDEZ,Friday,1,2023,Invierno,50.0,909092.0,909092.0,909092.0
2023-01-20,10803 CAM 70 LILA,50.0,CARLOS ALBERTO LEON HERNANDEZ,Friday,1,2023,Invierno,50.0,,50.0,
2023-01-20,10901 CAM 70 NEGRO,300.0,CARLOS ALBERTO LEON HERNANDEZ,Friday,1,2023,Invierno,300.0,30048.0,30048.0,10306.0
2023-01-20,11001 CAM 70 NARANJA ZANAHORIA,50.0,CARLOS ALBERTO LEON HERNANDEZ,Friday,1,2023,Invierno,50.0,10.0,10.0,100.0
2023-01-20,11101 CAM 70 ROSADO PASTEL,50.0,CARLOS ALBERTO LEON HERNANDEZ,Friday,1,2023,Invierno,505.0,4.0,100.0,25.0
2023-01-20,11201 CAM 70 ROJO,50.0,CARLOS ALBERTO LEON HERNANDEZ,Friday,1,2023,Invierno,50.0,262.0,262.0,4035.0
2023-01-20,10301 CAM 70 BLANCO,17.0,VENTAS RESTREPO,Friday,1,2023,Invierno,17.0,25.0,,10.0
2023-01-20,11101 CAM 70 ROSADO PASTEL,5.0,VENTAS RESTREPO,Friday,1,2023,Invierno,505.0,505.0,4.0,100.0
2023-01-20,11302 CAM 70 VERDE PISTACHO,84.0,VENTAS RESTREPO,Friday,1,2023,Invierno,8450.0,100.0,,300.0
2023-01-20,11302 CAM 70 VERDE PISTACHO,50.0,VENTAS RESTREPO,Friday,1,2023,Invierno,8450.0,8450.0,100.0,
2023-01-20,130103 CAM 120 NEGRO,2.0,VENTAS RESTREPO,Friday,1,2023,Invierno,2.0,310.0,310.0,3.0
2023-01-20,140101 CAM 50 BLANCO,12.0,VENTAS RESTREPO,Friday,1,2023,Invierno,12.0,510.0,800.0,400.0
2023-01-20,430402 BO 26X36 NARANJA,1.0,VENTAS RESTREPO,Friday,1,2023,Invierno,31.0,31.0,24.0,5.0
2023-01-20,430510 BO 35X41 NEGRA,2.0,VENTAS RESTREPO,Friday,1,2023,Invierno,2.0,23.0,23.0,12.0
2023-01-21,10301 CAM 70 BLANCO,,VENTAS RESTREPO,Saturday,1,2023,Invierno,,17.0,25.0,
2023-01-21,10403 CAM 70 BEIGE HUESO,10.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,104.0,28.0,,
2023-01-21,10403 CAM 70 BEIGE HUESO,4.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,104.0,104.0,28.0,
2023-01-21,10502 CAM 70 CAFÉ OSCURO,5.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,5.0,50.0,6.0,2.0
2023-01-21,10701 CAM 70 GRIS OSCURO,5.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,5.0,50.0,909092.0,909092.0
2023-01-21,10803 CAM 70 LILA,4.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,45.0,50.0,,50.0
2023-01-21,10803 CAM 70 LILA,5.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,45.0,45.0,50.0,
2023-01-21,10901 CAM 70 NEGRO,10.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,105.0,300.0,30048.0,30048.0
2023-01-21,10901 CAM 70 NEGRO,5.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,105.0,105.0,300.0,30048.0
2023-01-21,11201 CAM 70 ROJO,5.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,5.0,50.0,262.0,262.0
2023-01-21,11302 CAM 70 VERDE PISTACHO,1.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,1.0,8450.0,8450.0,100.0
2023-01-21,130118 CAM 150 NEGRO,,VENTAS RESTREPO,Saturday,1,2023,Invierno,,10.0,20010.0,20010.0
2023-01-21,130118 CAM 150 NEGRO,1.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,,,10.0,20010.0
2023-01-21,140102 CAM 50 NEGRO,10.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,105.0,2.0,15.0,
2023-01-21,140102 CAM 50 NEGRO,5.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,105.0,105.0,2.0,15.0
2023-01-21,20403 CAM 100 BEIGE HUESO,4.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,4.0,50.0,2.0,1.0
2023-01-21,310116 FLEECE MARFIL,,VENTAS RESTREPO,Saturday,1,2023,Invierno,,,,
2023-01-21,310120 FLEECE IS OSCURO,3.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,3.0,1.0,1.0,2.0
2023-01-21,310131 FLEECE LILA,,VENTAS RESTREPO,Saturday,1,2023,Invierno,,2.0,3.0,
2023-01-21,50101 CAM SUBO 70 BLANCO,200.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,200.0,6.0,11.0,200.0
2023-01-21,620124 MALLA SANDWICH AZUL NOCHE,30.0,VENTAS RESTREPO,Saturday,1,2023,Invierno,30.0,3.0,1.0,
2023-01-23,10301 CAM 70 BLANCO,15.0,VENTAS RESTREPO,Monday,1,2023,Invierno,15.0,,17.0,25.0
2023-01-23,10901 CAM 70 NEGRO,10.0,VENTAS RESTREPO,Monday,1,2023,Invierno,10.0,105.0,105.0,300.0
2023-01-23,11303 CAM 70 VERDE JADE,10.0,VENTAS RESTREPO,Monday,1,2023,Invierno,10.0,2.0,100.0,200.0
2023-01-23,130103 CAM 120 NEGRO,1.0,VENTAS RESTREPO,Monday,1,2023,Invierno,1.0,2.0,310.0,310.0
2023-01-23,130118 CAM 150 NEGRO,1.0,VENTAS RESTREPO,Monday,1,2023,Invierno,1.0,,,10.0
2023-01-23,140101 CAM 50 BLANCO,10.0,VENTAS RESTREPO,Monday,1,2023,Invierno,1010.0,12.0,510.0,800.0
2023-01-23,140101 CAM 50 BLANCO,10.0,VENTAS RESTREPO,Monday,1,2023,Invierno,1010.0,1010.0,12.0,510.0
2023-01-23,140102 CAM 50 NEGRO,20.0,VENTAS RESTREPO,Monday,1,2023,Invierno,20.0,105.0,105.0,2.0
2023-01-23,20301 CAM 100 BLANCO,1.0,VENTAS RESTREPO,Monday,1,2023,Invierno,1.0,1.0,50.0,2.0
2023-01-23,310101 FLEECE NEGRO,2.0,VENTAS RESTREPO,Monday,1,2023,Invierno,2.0,,,20117.0
2023-01-23,310106 FLEECE VERDE CALI,1.0,VENTAS RESTREPO,Monday,1,2023,Invierno,1.0,77.0,2.0,98.0
2023-01-23,310131 FLEECE LILA,3.0,VENTAS RESTREPO,Monday,1,2023,Invierno,3.0,,2.0,3.0
2023-01-23,330701 CAM NET NEGRO,1.0,VENTAS RESTREPO,Monday,1,2023,Invierno,1.0,6.0,5.0,1.0
2023-01-23,430402 BO 26X36 NARANJA,3.0,VENTAS RESTREPO,Monday,1,2023,Invierno,3.0,31.0,31.0,24.0
2023-01-23,430510 BO 35X41 NEGRA,2.0,VENTAS RESTREPO,Monday,1,2023,Invierno,2.0,2.0,23.0,23.0
2023-01-23,50101 CAM SUBO 70 BLANCO,10.0,VENTAS RESTREPO,Monday,1,2023,Invierno,10.0,200.0,6.0,11.0
2023-01-24,10301 CAM 70 BLANCO,40.0,VENDEDOR E-COMMERCE,Tuesday,1,2023,Invierno,40.0,15.0,,17.0
2023-01-24,10901 CAM 70 NEGRO,130.0,VENDEDOR E-COMMERCE,Tuesday,1,2023,Invierno,1302010.0,10.0,105.0,105.0
2023-01-24,310110 FLEECE NARANJA,50.0,VENDEDOR E-COMMERCE,Tuesday,1,2023,Invierno,50.0,1.0,,
2023-01-24,310112 FLEECE ROJO,5.0,VENDEDOR E-COMMERCE,Tuesday,1,2023,Invierno,5.0,,,
2023-01-24,50101 CAM SUBO 70 BLANCO,800.0,VENDEDOR E-COMMERCE,Tuesday,1,2023,Invierno,80010.0,10.0,200.0,6.0
2023-01-24,50101 CAM SUBO 70 BLANCO,10.0,VENDEDOR E-COMMERCE,Tuesday,1,2023,Invierno,80010.0,80010.0,10.0,200.0
2023-01-24,620103 MALLA SANDWICH GRIS OSCURA,5.0,VENDEDOR E-COMMERCE,Tuesday,1,2023,Invierno,510.0,5.0,1.0,
2023-01-24,10202 CAM 70 AZUL PASTEL,5.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,5.0,,43.0,1.0
2023-01-24,10403 CAM 70 BEIGE HUESO,100.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,100.0,104.0,104.0,28.0
2023-01-24,10803 CAM 70 LILA,5.0,VENTAS RESTREPO,Tuesday,1,2023,Invierno,5.0,45.0,45.0,50.0
