Fecha,MATERIAL,Cantidad,VENDEDOR,Día de la Semana,Mes,Año,Estación,Ventas Diarias,Lag_1,Lag_2,Lag_3
2023-04-17,330910 CAM FLOR B FUCSIA,1.0,VENTAS RESTREPO,Monday,4,2023,Primavera,1.0,,2.0,2.0
2023-04-17,360101 PLANTITEX - NEGRO X 230 GR,,VENTAS RESTREPO,Monday,4,2023,Primavera,,3.0,2.0,
2023-04-17,430402 BO 26X36 NARANJA,1.0,VENTAS RESTREPO,Monday,4,2023,Primavera,13.0,1.0,5.0,2.0
2023-04-17,430402 BO 26X36 NARANJA,3.0,VENTAS RESTREPO,Monday,4,2023,Primavera,13.0,13.0,1.0,5.0
2023-04-17,430407 BO 26X36 AZUL ACUEDUCTO,5.0,VENTAS RESTREPO,Monday,4,2023,Primavera,5.0,5.0,212.0,212.0
2023-04-17,430804 BO 32X45X10 NARANJA,5.0,VENTAS RESTREPO,Monday,4,2023,Primavera,5.0,5.0,12.0,2.0
2023-04-17,50101 CAM SUBO 70 BLANCO,1.0,VENTAS RESTREPO,Monday,4,2023,Primavera,1.0,100400.0,100400.0,800.0
2023-04-17,620101 MALLA SANDWICH NEGRA,3.0,VENTAS RESTREPO,Monday,4,2023,Primavera,338.0,,,
2023-04-17,620101 MALLA SANDWICH NEGRA,3.0,VENTAS RESTREPO,Monday,4,2023,Primavera,338.0,338.0,,
2023-04-17,620101 MALLA SANDWICH NEGRA,8.0,VENTAS RESTREPO,Monday,4,2023,Primavera,338.0,338.0,338.0,
2023-04-18,140101 CAM 50 BLANCO,,JORGE ANDRES AGUIRRE ROJAS,Tuesday,4,2023,Primavera,,200.0,6.0,6050.0
2023-04-18,240002 ENTRETELA DE 80 GRAMOS,,VENTAS PRINCIPAL,Tuesday,4,2023,Primavera,,1.0,3.0,101.0
2023-04-18,70103 CARIÑOSI MARFIL,,VENTAS PRINCIPAL,Tuesday,4,2023,Primavera,,87.0,,
2023-04-18,10203 CAM 70 AZUL REY,100.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,100.0,100.0,9.0,5004.0
2023-04-18,10208 CAM 70 AZUL COBALTO,125.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,125.0,100.0,25.0,
2023-04-18,102210 CAM 70 VERDE TURQUESA,60.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,60.0,20.0,1003.0,1003.0
2023-04-18,10301 CAM 70 BLANCO,4.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,4.0,40620.0,40620.0,30.0
2023-04-18,10403 CAM 70 BEIGE HUESO,9.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,9.0,15.0,4.0,50.0
2023-04-18,10802 CAM 70 MORADO CLARO,50.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,50.0,100.0,3.0,744.0
2023-04-18,10901 CAM 70 NEGRO,10.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,100.0,100.0,5.0
2023-04-18,10901 CAM 70 NEGRO,,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,,100.0,100.0
2023-04-18,10901 CAM 70 NEGRO,2.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,,,100.0
2023-04-18,11001 CAM 70 NARANJA ZANAHORIA,104.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,104.0,8.0,23.0,30.0
2023-04-18,11201 CAM 70 ROJO,100.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,100500.0,400.0,343.0,343.0
2023-04-18,11201 CAM 70 ROJO,500.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,100500.0,100500.0,400.0,343.0
2023-04-18,120109 P.CONEJO ROSADA,,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,1.0,2.0,1.0
2023-04-18,130107 CAM 150 BLANCO,7.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,7.0,,5.0,3.0
2023-04-18,130118 CAM 150 NEGRO,5.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,5.0,48.0,48.0,21.0
2023-04-18,20901 CAM 100 NEGRO NEUTRO,200.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,2005050.0,10.0,1.0,10.0
2023-04-18,20901 CAM 100 NEGRO NEUTRO,50.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,2005050.0,2005050.0,10.0,1.0
2023-04-18,20901 CAM 100 NEGRO NEUTRO,50.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,2005050.0,2005050.0,2005050.0,10.0
2023-04-18,21201 CAM 100 ROJO,10.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,10.0,1.0,1.0,3.0
2023-04-18,221208 EVA 2 MM NEGRO,2.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,2.0,1.0,6.0,1.0
2023-04-18,310101 FLEECE NEGRO,,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,,,1010.0
2023-04-18,310101 FLEECE NEGRO,2.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,,,
2023-04-18,310107 FLEECE VERDE MILITAR,2.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,2.0,220.0,220.0,2.0
2023-04-18,310115 FLEECE CAMEL,,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,5.0,2.0,
2023-04-18,310120 FLEECE IS OSCURO,2.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,2.0,1.0,2.0,2.0
2023-04-18,310131 FLEECE LILA,2.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,21.0,1.0,2.0,4.0
2023-04-18,310131 FLEECE LILA,1.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,21.0,21.0,1.0,2.0
2023-04-18,360101 PLANTITEX - NEGRO X 230 GR,2.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,2.0,,3.0,2.0
2023-04-18,50101 CAM SUBO 70 BLANCO,2.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,2.0,1.0,100400.0,100400.0
2023-04-18,620101 MALLA SANDWICH NEGRA,60.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,338.0,338.0,338.0
2023-04-18,620101 MALLA SANDWICH NEGRA,55.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,,338.0,338.0
2023-04-18,620101 MALLA SANDWICH NEGRA,,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,,,338.0
2023-04-18,620103 MALLA SANDWICH GRIS OSCURA,100.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,100.0,,,
2023-04-18,620104 MALLA SANDWICH AZUL OSCURA,,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,,,
2023-04-18,620104 MALLA SANDWICH AZUL OSCURA,1.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,,,,
2023-04-18,70104 CARIÑOSI NEGRO,20.0,VENTAS RESTREPO,Tuesday,4,2023,Primavera,20.0,,1.0,21.0
2023-04-19,"11204 CAM 70 BLANCO X 2,10 METROS",,JORGE ANDRES AGUIRRE ROJAS,Wednesday,4,2023,Primavera,,,,
2023-04-19,160103 CAM 13 GR X 2.10 MTR BLANCO,,JORGE ANDRES AGUIRRE ROJAS,Wednesday,4,2023,Primavera,,,,
2023-04-19,620103 MALLA SANDWICH GRIS OSCURA,,JORGE ANDRES AGUIRRE ROJAS,Wednesday,4,2023,Primavera,,100.0,,
2023-04-19,10101 CAM 70 AMARILLO BANDERA,100.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,1002.0,60.0,8.0,
2023-04-19,10102 CAM 70 AMARILLO PASTEL,500.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,500.0,24100100.0,24100100.0,24100100.0
2023-04-19,10201 CAM 70 AZUL ACUEDUCTO,20.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,20.0,4.0,11.0,1.0
2023-04-19,10202 CAM 70 AZUL PASTEL,125.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,125.0,200.0,50.0,100100.0
2023-04-19,10203 CAM 70 AZUL REY,211.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,21120.0,100.0,100.0,9.0
2023-04-19,10208 CAM 70 AZUL COBALTO,67.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,6710.0,125.0,100.0,25.0
2023-04-19,102210 CAM 70 VERDE TURQUESA,100.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,100.0,60.0,20.0,1003.0
2023-04-19,10402 CAM 70 BEIGE OSCURO,500.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,500.0,355.0,4.0,200.0
2023-04-19,10502 CAM 70 CAFÉ OSCURO,150.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,1505.0,200.0,3.0,6.0
2023-04-19,11001 CAM 70 NARANJA ZANAHORIA,500.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,500.0,104.0,8.0,23.0
2023-04-19,11201 CAM 70 ROJO,166.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,166.0,100500.0,100500.0,400.0
2023-04-19,11301 CAM 70 VERDE CALI,80.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,80.0,550.0,70.0,100.0
2023-04-19,11302 CAM 70 VERDE PISTACHO,287.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,287.0,100.0,100.0,100.0
2023-04-19,11303 CAM 70 VERDE JADE,355.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,355100.0,40.0,3.0,10050.0
2023-04-19,11306 CAM 70 VERDE MANZANA,600.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,600.0,100300.0,100300.0,
2023-04-19,11307 CAM 70 VERDE BOTELLA,300.0,VENTAS PRINCIPAL,Wednesday,4,2023,Primavera,300.0,12.0,200.0,80.0
2023-04-19,10101 CAM 70 AMARILLO BANDERA,2.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1002.0,1002.0,60.0,8.0
2023-04-19,"101101 TORTA DE SESGO 2,5 NEGRO 70 GR",1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1.0,2.0,1.0,2.0
2023-04-19,10203 CAM 70 AZUL REY,20.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,21120.0,21120.0,100.0,100.0
2023-04-19,10208 CAM 70 AZUL COBALTO,10.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,6710.0,6710.0,125.0,100.0
2023-04-19,10502 CAM 70 CAFÉ OSCURO,5.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1505.0,1505.0,200.0,3.0
2023-04-19,10901 CAM 70 NEGRO,5.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,510.0,,,
2023-04-19,10901 CAM 70 NEGRO,10.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,510.0,510.0,,
2023-04-19,1111-1 P.CONEJO PERROS GRIS,,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,1.0,1.0,
2023-04-19,1111-10 P.CONEJO HUELLAS NEGRAS,,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,1.0,,1.0
2023-04-19,11303 CAM 70 VERDE JADE,100.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,355100.0,355100.0,40.0,3.0
2023-04-19,120101 P.CONEJO NEGRO,1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1.0,,5.0,2.0
2023-04-19,120106 P.CONEJO ROJO,1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1.0,2.0,2.0,2.0
2023-04-19,130118 CAM 150 NEGRO,3.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,3.0,5.0,48.0,48.0
2023-04-19,140102 CAM 50 NEGRO,15.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,15.0,15.0,50.0,10.0
2023-04-19,20901 CAM 100 NEGRO NEUTRO,20.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,20.0,2005050.0,2005050.0,2005050.0
2023-04-19,221208 EVA 2 MM NEGRO,1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1.0,2.0,1.0,6.0
2023-04-19,310118 FLEECE NARANJA PASTEL,,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,,3.0,2.0
2023-04-19,330301 CAM WATER GREY,,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,20.0,1.0,5.0
2023-04-19,330603 CAM CIRCLE BLANCO,4.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,4.0,1.0,3.0,1.0
2023-04-19,330701 CAM NET NEGRO,2.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,2.0,,10.0,8.0
2023-04-19,330904 CAM FLOR B AZUL ACUEDUCTO,2.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,2.0,1.0,1.0,1.0
2023-04-19,330905 CAM FLOR B ROJO,3.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,3.0,3.0,2.0,10.0
2023-04-19,430804 BO 32X45X10 NARANJA,1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1.0,5.0,5.0,12.0
2023-04-19,430811 BO 32X45X10 AZUL ACUEDUCTO,1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1.0,1.0,12.0,25.0
2023-04-19,431305 BO COSIDA FUCSIA,1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1.0,5.0,30.0,100.0
2023-04-19,50101 CAM SUBO 70 BLANCO,100.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,100.0,2.0,1.0,100400.0
2023-04-19,620101 MALLA SANDWICH NEGRA,,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,,,
2023-04-19,620101 MALLA SANDWICH NEGRA,6.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,,,
2023-04-19,620102 MALLA SANDWICH GRIS CLARO,,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,,,
2023-04-19,620102 MALLA SANDWICH GRIS CLARO,1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,,,
2023-04-19,620102 MALLA SANDWICH GRIS CLARO,7.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,,,
2023-04-19,620104 MALLA SANDWICH AZUL OSCURA,70.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,70.0,,,
2023-04-19,620113 MALLA SANDWICH ROSADA,1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1.0,,4.0,3.0
2023-04-19,620124 MALLA SANDWICH AZUL NOCHE,,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,,5.0,
2023-04-19,620124 MALLA SANDWICH AZUL NOCHE,,VENTAS RESTREPO,Wednesday,4,2023,Primavera,,,,5.0
2023-04-19,620125 MALLA SANDWICH COLMENA,3.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,3.0,,,2.0
2023-04-19,70104 CARIÑOSI NEGRO,1.0,VENTAS RESTREPO,Wednesday,4,2023,Primavera,1.0,20.0,,1.0
2023-04-20,620101 MALLA SANDWICH NEGRA,,JORGE ANDRES AGUIRRE ROJAS,Thursday,4,2023,Primavera,,,,
2023-04-20,620101 MALLA SANDWICH NEGRA,,JORGE ANDRES AGUIRRE ROJAS,Thursday,4,2023,Primavera,,,,
2023-04-20,10301 CAM 70 BLANCO,20.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,2040.0,4.0,40620.0,40620.0
2023-04-20,10301 CAM 70 BLANCO,40.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,2040.0,2040.0,4.0,40620.0
2023-04-20,10601 CAM 70 FUCSIA NORMAL,100.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,100.0,15.0,5.0,5.0
2023-04-20,10701 CAM 70 GRIS OSCURO,5.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,5.0,275.0,15.0,9.0
2023-04-20,110107 TIFON NEGRO,1.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,1.0,12.0,15.0,35.0
2023-04-20,11301 CAM 70 VERDE CALI,3.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,3.0,80.0,550.0,70.0
2023-04-20,11302 CAM 70 VERDE PISTACHO,2.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,2.0,287.0,100.0,100.0
2023-04-20,11401 CAM 70 PALO DE ROSA,100.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,100.0,100.0,5.0,130100.0
2023-04-20,120101 P.CONEJO NEGRO,12.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,12.0,1.0,,5.0
2023-04-20,130107 CAM 150 BLANCO,50.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,50.0,7.0,,5.0
2023-04-20,140102 CAM 50 NEGRO,50.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,50150.0,15.0,15.0,50.0
2023-04-20,140102 CAM 50 NEGRO,150.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,50150.0,50150.0,15.0,15.0
2023-04-20,20301 CAM 100 BLANCO,20.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,20.0,1.0,22.0,203.0
2023-04-20,20601 CAM 100 FUCSIA NORMAL,10.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,10.0,10.0,3.0,5.0
2023-04-20,20901 CAM 100 NEGRO NEUTRO,2.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,2.0,20.0,2005050.0,2005050.0
2023-04-20,221206 EVA 4 MM NEGRO,10.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,10.0,750.0,2.0,1.0
2023-04-20,30101 CAM 40 BLANCO,,VENTAS RESTREPO,Thursday,4,2023,Primavera,,,100.0,200.0
2023-04-20,310102 FLEECE BLANCO,,VENTAS RESTREPO,Thursday,4,2023,Primavera,,,,
2023-04-20,310115 FLEECE CAMEL,5.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,5.0,,5.0,2.0
2023-04-20,310116 FLEECE MARFIL,1.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,1.0,,20.0,1.0
2023-04-20,310126 FLEECE CAFÉ,5.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,5.0,,,25.0
2023-04-20,330111 CAM STONE BURGUNDY,1.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,15.0,11.0,11.0,2.0
2023-04-20,330111 CAM STONE BURGUNDY,5.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,15.0,15.0,11.0,11.0
2023-04-20,330303 CAM WATER MORADO OSCURO,3.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,3.0,2.0,3.0,
2023-04-20,330306 CAM WATER BLANCO,1.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,1.0,6.0,8.0,
2023-04-20,330308 CAM WATER AZUL OSCURO,1.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,1.0,6.0,2.0,2.0
2023-04-20,330320 CAM WATER PLUM,6.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,6.0,2.0,2.0,
2023-04-20,330603 CAM CIRCLE BLANCO,,VENTAS RESTREPO,Thursday,4,2023,Primavera,,4.0,1.0,3.0
2023-04-20,330717 CAM NET CAFÉ,3.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,3.0,2.0,2.0,2.0
2023-04-20,330806 CAM FLOR P VERDE MILITAR,1.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,11.0,,3.0,1.0
2023-04-20,330806 CAM FLOR P VERDE MILITAR,1.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,11.0,11.0,,3.0
2023-04-20,40101 CAM SUBO 40 BLANCO,20.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,20.0,,4.0,25.0
2023-04-20,620101 MALLA SANDWICH NEGRA,8.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,,,,
2023-04-20,620101 MALLA SANDWICH NEGRA,10.0,VENTAS RESTREPO,Thursday,4,2023,Primavera,,,,
2023-04-20,620101 MALLA SANDWICH NEGRA,,VENTAS RESTREPO,Thursday,4,2023,Primavera,,,,
2023-04-20,620108 MALLA SANDWICH VERDE MILITAR,,VENTAS RESTREPO,Thursday,4,2023,Primavera,,,1.0,
2023-04-21,130118 CAM 150 NEGRO,200.0,VENDEDOR E-COMMERCE,Friday,4,2023,Primavera,200.0,3.0,5.0,48.0
2023-04-21,10101 CAM 70 AMARILLO BANDERA,400.0,VENTAS RESTREPO,Friday,4,2023,Primavera,400.0,1002.0,1002.0,60.0
2023-04-21,10203 CAM 70 AZUL REY,600.0,VENTAS RESTREPO,Friday,4,2023,Primavera,600.0,21120.0,21120.0,100.0
2023-04-21,102210 CAM 70 VERDE TURQUESA,300.0,VENTAS RESTREPO,Friday,4,2023,Primavera,300.0,100.0,60.0,20.0
2023-04-21,10301 CAM 70 BLANCO,70.0,VENTAS RESTREPO,Friday,4,2023,Primavera,70.0,2040.0,2040.0,4.0
2023-04-21,10403 CAM 70 BEIGE HUESO,300.0,VENTAS RESTREPO,Friday,4,2023,Primavera,300.0,9.0,15.0,4.0
2023-04-21,10502 CAM 70 CAFÉ OSCURO,100.0,VENTAS RESTREPO,Friday,4,2023,Primavera,100.0,1505.0,1505.0,200.0
2023-04-21,10803 CAM 70 LILA,300.0,VENTAS RESTREPO,Friday,4,2023,Primavera,,100.0,5.0,6.0
2023-04-21,10803 CAM 70 LILA,,VENTAS RESTREPO,Friday,4,2023,Primavera,,,100.0,5.0
2023-04-21,11001 CAM 70 NARANJA ZANAHORIA,400.0,VENTAS RESTREPO,Friday,4,2023,Primavera,400.0,500.0,104.0,8.0
2023-04-21,11101 CAM 70 ROSADO PASTEL,500.0,VENTAS RESTREPO,Friday,4,2023,Primavera,500.0,15.0,100.0,
2023-04-21,11201 CAM 70 ROJO,,VENTAS RESTREPO,Friday,4,2023,Primavera,,166.0,100500.0,100500.0
2023-04-21,11201 CAM 70 ROJO,50.0,VENTAS RESTREPO,Friday,4,2023,Primavera,,,166.0,100500.0
2023-04-21,11202 CAM 70 VINOTINTO,200.0,VENTAS RESTREPO,Friday,4,2023,Primavera,200.0,100.0,3.0,1.0
2023-04-21,11302 CAM 70 VERDE PISTACHO,200.0,VENTAS RESTREPO,Friday,4,2023,Primavera,200.0,2.0,287.0,100.0
2023-04-21,11303 CAM 70 VERDE JADE,300.0,VENTAS RESTREPO,Friday,4,2023,Primavera,300.0,355100.0,355100.0,40.0
2023-04-21,11305 CAM 70 VERDE MILITAR,200.0,VENTAS RESTREPO,Friday,4,2023,Primavera,200.0,30.0,20.0,31.0
2023-04-21,11307 CAM 70 VERDE BOTELLA,200.0,VENTAS RESTREPO,Friday,4,2023,Primavera,200.0,300.0,12.0,200.0
2023-04-21,11401 CAM 70 PALO DE ROSA,300.0,VENTAS RESTREPO,Friday,4,2023,Primavera,300.0,100.0,100.0,5.0
2023-04-21,120101 P.CONEJO NEGRO,2.0,VENTAS RESTREPO,Friday,4,2023,Primavera,2.0,12.0,1.0,
2023-04-21,120103 P.CONEJO AZUL OSCURO,2.0,VENTAS RESTREPO,Friday,4,2023,Primavera,2.0,2.0,105.0,2.0
2023-04-21,120108 P.CONEJO VINOTINTO,,VENTAS RESTREPO,Friday,4,2023,Primavera,,,,1.0
2023-04-21,120110 P.CONEJO GRIS CLARA,1.0,VENTAS RESTREPO,Friday,4,2023,Primavera,1.0,2.0,1.0,3.0
2023-04-21,120116 P.CONEJO CAFÉ,,VENTAS RESTREPO,Friday,4,2023,Primavera,,1.0,2.0,
2023-04-21,130103 CAM 120 NEGRO,5.0,VENTAS RESTREPO,Friday,4,2023,Primavera,5.0,24.0,24.0,5.0
2023-04-21,140101 CAM 50 BLANCO,50.0,VENTAS RESTREPO,Friday,4,2023,Primavera,50.0,,200.0,6.0
2023-04-21,140102 CAM 50 NEGRO,50.0,VENTAS RESTREPO,Friday,4,2023,Primavera,50.0,50150.0,50150.0,15.0
2023-04-21,21101 CAM 100 ROSADO PASTEL,3.0,VENTAS RESTREPO,Friday,4,2023,Primavera,3.0,6.0,2.0,13.0
2023-04-21,280101 CERRO SP NEGRO,250.0,VENTAS RESTREPO,Friday,4,2023,Primavera,250.0,800.0,530.0,
2023-04-21,310101 FLEECE NEGRO,1.0,VENTAS RESTREPO,Friday,4,2023,Primavera,1.0,,,
2023-04-21,310142 FLEECE NEGRO 2 METROS ANCHO,5.0,VENTAS RESTREPO,Friday,4,2023,Primavera,5.0,5.0,5.0,3.0
2023-04-21,430804 BO 32X45X10 NARANJA,1.0,VENTAS RESTREPO,Friday,4,2023,Primavera,12.0,1.0,5.0,5.0
2023-04-21,430804 BO 32X45X10 NARANJA,2.0,VENTAS RESTREPO,Friday,4,2023,Primavera,12.0,12.0,1.0,5.0
2023-04-21,430810 BO 32X45X10 VERDE PASTEL,1.0,VENTAS RESTREPO,Friday,4,2023,Primavera,1.0,6.0,55.0,55.0
2023-04-21,50101 CAM SUBO 70 BLANCO,1.0,VENTAS RESTREPO,Friday,4,2023,Primavera,1.0,100.0,2.0,1.0
2023-04-21,620101 MALLA SANDWICH NEGRA,,VENTAS RESTREPO,Friday,4,2023,Primavera,,,,
2023-04-21,620102 MALLA SANDWICH GRIS CLARO,,VENTAS RESTREPO,Friday,4,2023,Primavera,,,,
2023-04-21,Y19793-10 P.CONEJO MARIO LUIGI FONDO ROJO,30.0,VENTAS RESTREPO,Friday,4,2023,Primavera,303.0,,2.0,
2023-04-21,Y19793-10 P.CONEJO MARIO LUIGI FONDO ROJO,3.0,VENTAS RESTREPO,Friday,4,2023,Primavera,303.0,303.0,,2.0
2023-04-22,160103 CAM 13 GR X 2.10 MTR BLANCO,,JORGE ANDRES AGUIRRE ROJAS,Saturday,4,2023,Primavera,,,,
2023-04-22,10101 CAM 70 AMARILLO BANDERA,5.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,5.0,400.0,1002.0,1002.0
2023-04-22,10301 CAM 70 BLANCO,9.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,9.0,70.0,2040.0,2040.0
2023-04-22,10403 CAM 70 BEIGE HUESO,25.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,25.0,300.0,9.0,15.0
2023-04-22,10601 CAM 70 FUCSIA NORMAL,500.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,500.0,100.0,15.0,5.0
2023-04-22,10702 CAM 70 GRIS CLARO,200.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,200.0,10.0,100.0,510.0
2023-04-22,10803 CAM 70 LILA,100.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,100.0,,,100.0
2023-04-22,11001 CAM 70 NARANJA ZANAHORIA,3.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,3.0,400.0,500.0,104.0
2023-04-22,11201 CAM 70 ROJO,3.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,3.0,,,166.0
2023-04-22,11301 CAM 70 VERDE CALI,400.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,400.0,3.0,80.0,550.0
2023-04-22,11302 CAM 70 VERDE PISTACHO,3.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,3.0,200.0,2.0,287.0
2023-04-22,11303 CAM 70 VERDE JADE,30.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,30.0,300.0,355100.0,355100.0
2023-04-22,130118 CAM 150 NEGRO,50.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,5050.0,200.0,3.0,5.0
2023-04-22,130118 CAM 150 NEGRO,50.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,5050.0,5050.0,200.0,3.0
2023-04-22,20901 CAM 100 NEGRO NEUTRO,200.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,200.0,2.0,20.0,2005050.0
2023-04-22,221206 EVA 4 MM NEGRO,1.0,VENTAS RESTREPO,Saturday,4,2023,Primavera,12.0,10.0,750.0,2.0
