VENDEDOR,MATERIAL,Fecha,Documento,Cantidad,Total_Ingresos,Precio Promedio,Precio iva incluido,NOTA ,
VENTAS RESTREPO,10201 CAM 70 AZUL ACUEDUCTO,01/01/2023,FV FVR 13108,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,01/01/2023,FV FVR 13136,30,"42.857,14","1.428,57",51000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,01/01/2023,FV FVR 13107,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,01/01/2023,FV FVR 13116,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,01/01/2023,FV FVR 13139,18,"26.470,59","1.470,59",31500,,
VENTAS RESTREPO,11303 CAM 70 VERDE JADE,01/01/2023,FV FVR 13114,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,120101 P.CONEJO NEGRO,01/01/2023,FV FVR 13133,"0,5","5.252,10","10.504,20",6250,,
VENTAS RESTREPO,120106 P.CONEJO ROJO,01/01/2023,FV FVR 13109,1,"10.504,20","10.504,20",12500,,
VENTAS RESTREPO,120123 P.CONEJO BEIGE,01/01/2023,FV FVR 13127,"0,5","5.252,10","10.504,20",6250,,
VENTAS RESTREPO,120260 P.CONEJO HOMBRE ARAÑA,01/01/2023,FV FVR 13148,1,"10.504,20","10.504,20",12500,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,01/01/2023,FV FVR 13115,5,"13.025,21","2.605,04",15500,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,01/01/2023,FV FVR 13124,"1,5","3.907,56","2.605,04",4650,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,01/01/2023,FV FVR 13119,2,"6.470,59","3.235,29",7700,,
VENTAS RESTREPO,140101 CAM 50 BLANCO,01/01/2023,FV FVR 13113,70,"79.411,76","1.134,45",94500,,
VENTAS RESTREPO,20301 CAM 100 BLANCO,01/01/2023,FV FVR 13140,2,"4.369,75","2.184,87",5200,,
VENTAS RESTREPO,20403 CAM 100 BEIGE HUESO,01/01/2023,FV FVR 13137,50,"105.042,02","2.100,84",125000,,
VENTAS RESTREPO,"220401 C REFLE BI NARANJA 1""",01/01/2023,FV FVR 13120,22,"10.168,07","462,18",12100,,
VENTAS RESTREPO,"221202 EVA 2,5 MM BLANCO",01/01/2023,FV FVR 13148,"1,5","10.336,13","6.890,76",12300,,
VENTAS RESTREPO,"221207 EVA 2,5 MM NEGRO",01/01/2023,FV FVR 13150,7,"48.235,29","6.890,76",57400,,
VENTAS RESTREPO,310101 FLEECE NEGRO,01/01/2023,FV FVR 13111,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310101 FLEECE NEGRO,01/01/2023,FV FVR 13116,30,"186.554,62","6.218,49",222000,,
VENTAS RESTREPO,310101 FLEECE NEGRO,01/01/2023,FV FVR 13145,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310104 FLEECE AZUL REY,01/01/2023,FV FVR 13145,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310106 FLEECE VERDE CALI,01/01/2023,FV FVR 13122,98,"609.411,76","6.218,49",725200,,
VENTAS RESTREPO,310109 FLEECE TURQUEZA,01/01/2023,FV FVR 13143,4,"24.873,95","6.218,49",29600,,
VENTAS RESTREPO,310110 FLEECE NARANJA,01/01/2023,FV FVR 13143,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310111 FLEECE AMARILLO,01/01/2023,FV FVR 13143,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310112 FLEECE ROJO,01/01/2023,FV FVR 13121,"1,5","9.327,73","6.218,49",11100,,
VENTAS RESTREPO,310113 FLEECE FUCSIA,01/01/2023,FV FVR 13131,"1,7","10.571,43","6.218,49",12580,,
VENTAS RESTREPO,310127 FLEECE VINOTINTO,01/01/2023,FV FVR 13143,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310129 FLEECE AZUL PETROLEO,01/01/2023,FV FVR 13122,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310131 FLEECE LILA,01/01/2023,FV FVR 13131,"1,3","8.084,03","6.218,49",9620,,
VENTAS RESTREPO,310131 FLEECE LILA,01/01/2023,FV FVR 13143,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310131 FLEECE LILA,01/01/2023,FV FVR 13145,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310137 FLEECE MOSTAZA,01/01/2023,FV FVR 13125,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,330407 CAM MOON IS OSCURO,01/01/2023,FV FVR 13153,"0,5","1.512,61","3.025,21",1800,,
VENTAS RESTREPO,330902 CAM FLOR B VERDE PISTACHO,01/01/2023,FV FVR 13151,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,330913 CAM FLOR B GRIS,01/01/2023,FV FVR 13129,11,"33.277,31","3.025,21",39600,,
VENTAS RESTREPO,330913 CAM FLOR B GRIS,01/01/2023,FV FVR 13138,"1,7","5.142,86","3.025,21",6120,,
VENTAS RESTREPO,360102 PLANTITEX - BLANCO X 230 GR,01/01/2023,FV FVR 13142,"1,7","10.285,71","6.050,42",12240,,
VENTAS RESTREPO,370103 CHA REFLE ECONOMICA VERDE,01/01/2023,FV FVR 13152,1,"3.277,31","3.277,31",3900,,
VENTAS RESTREPO,400101 TELA FUSIONABLE BLANCA,01/01/2023,FV FVR 13144,1,"4.705,88","4.705,88",5600,,
VENTAS RESTREPO,430407 BO 26X36 AZUL ACUEDUCTO,01/01/2023,FV FVR 13135,1,"882,35","882,35",1050,,
VENTAS RESTREPO,430702 BO 40X37X10 NARANJA,01/01/2023,FV FVR 13134,1,"1.344,54","1.344,54",1600,,
VENTAS RESTREPO,430703 BO 40X37X10 AZUL REY,01/01/2023,FV FVR 13134,1,"1.344,54","1.344,54",1600,,
VENTAS RESTREPO,430704 BO 40X37X10 AZUL ACUEDUCTO,01/01/2023,FV FVR 13141,1,"1.344,54","1.344,54",1600,,
VENTAS RESTREPO,430705 BO 40X37X10 ROJO,01/01/2023,FV FVR 13118,3,"4.033,61","1.344,54",4800,,
VENTAS RESTREPO,430812 BO 32X45X10 NARANJA PASTEL,01/01/2023,FV FVR 13141,2,"2.521,01","1.260,50",3000,,
VENTAS RESTREPO,431401 BO PLASTICA D CORAZONES,01/01/2023,FV FVR 13146,1,"756,3","756,3",900,,
VENTAS RESTREPO,432002 BO TULL 14X21 ROSADA,01/01/2023,FV FVR 13135,3,"1.764,71","588,24",2100,,
VENTAS RESTREPO,432003 BO TULL 14X21 AZUL,01/01/2023,FV FVR 13135,2,"1.176,47","588,24",1400,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,01/01/2023,FV FVR 13112,"0,72","6.715,97","9.327,73",7992,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,01/01/2023,FV FVR 13126,"14,4","134.319,33","9.327,73",159840,,
VENTAS RESTREPO,620103 MALLA SANDWICH GRIS OSCURA,01/01/2023,FV FVR 13110,"0,5","4.663,87","9.327,73",5550,,
VENTAS RESTREPO,620104 MALLA SANDWICH AZUL OSCURA,01/01/2023,FV FVR 13139,11,"97.983,19","8.907,56",116600,,
VENTAS RESTREPO,620105 MALLA SANDWICH BLANCA,01/01/2023,FV FVR 13117,"0,5","4.663,87","9.327,73",5550,,
VENTAS RESTREPO,620105 MALLA SANDWICH BLANCA,01/01/2023,FV FVR 13123,"3,4","31.714,29","9.327,73",37740,,
VENTAS RESTREPO,620111 MALLA SANDWICH MORADA,01/01/2023,FV FVR 13110,"1,3","12.126,05","9.327,73",14430,,
VENTAS RESTREPO,620111 MALLA SANDWICH MORADA,01/01/2023,FV FVR 13147,1,"9.327,73","9.327,73",11100,,
VENTAS RESTREPO,620112 MALLA SANDWICH LILA,01/01/2023,FV FVR 13110,2,"18.655,46","9.327,73",22200,,
VENTAS RESTREPO,620113 MALLA SANDWICH ROSADA,01/01/2023,FV FVR 13110,2,"18.655,46","9.327,73",22200,,
VENTAS RESTREPO,620120 MALLA APRESTO NEGRA,01/01/2023,FV FVR 13128,"2,7","11.571,43","4.285,71",13770,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,01/01/2023,FV FVR 13130,5,"54.621,85","10.924,37",65000,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,01/01/2023,FV FVR 13132,1,"10.924,37","10.924,37",13000,,
VENTAS RESTREPO,620127 MALLA SANDWICH VERDE NEON,01/01/2023,FV FVR 13151,1,"9.327,73","9.327,73",11100,,
VENTAS RESTREPO,650101 JUMBOLO GROSOR # 5 - SENCILLO,01/01/2023,FV FVR 13153,1,"3.151,26","3.151,26",3750,,
VENTAS RESTREPO,70104 CARIÑOSI NEGRO,01/01/2023,FV FVR 13149,"0,55","3.466,39","6.302,52",4125,,
VENTAS RESTREPO,70113-2 CARIÑOSI LEÑADOR BLANCO,01/01/2023,FV FVR 13122,2,"15.630,25","7.815,13",18600,,
VENTAS RESTREPO,70117 CARIÑOSI GRIS OSCURO,01/01/2023,FV FVR 13149,"2,3","14.495,80","6.302,52",17250,,
VENTAS RESTREPO,701401 MICROSHERPA GRIS,01/01/2023,FV FVR 13148,"1,5","17.647,06","11.764,71",21000,,
VENTAS RESTREPO,10202 CAM 70 AZUL PASTEL,02/01/2023,FV FVR 13161,16,"23.529,41","1.470,59",28000,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,02/01/2023,FV FVR 13158,0,0,0,0,,
VENTAS RESTREPO,10204 CAM 70 AZUL OSCURO,02/01/2023,FV FVR 13158,0,0,0,0,,
VENTAS RESTREPO,10502 CAM 70 CAFÉ OSCURO,02/01/2023,FV FVR 13155,"1,5","2.205,88","1.470,59",2625,,
VENTAS RESTREPO,10502 CAM 70 CAFÉ OSCURO,02/01/2023,FV FVR 13160,"1,1","1.617,65","1.470,59",1925,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,02/01/2023,FV FVR 13154,2,"2.941,18","1.470,59",3500,,
VENTAS RESTREPO,120246 P.CONEJO CEBRAS,02/01/2023,FV FVR 13156,"1,5","15.756,30","10.504,20",18750,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,02/01/2023,FV FVR 13159,16,"51.764,71","3.235,29",61600,,
VENTAS RESTREPO,20403 CAM 100 BEIGE HUESO,02/01/2023,FV FVR 13163,20,"42.857,14","2.142,86",51000,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,02/01/2023,FV FVR 13155,"2,45","5.352,94","2.184,87",6370,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,02/01/2023,FV FVR 13162,3,"6.554,62","2.184,87",7800,,
VENTAS RESTREPO,"220102 C REFLE 1"" CON BASE IS",02/01/2023,FV FVR 13156,"4,15","2.092,44","504,2",2490,,
VENTAS RESTREPO,"220203 C PVC 1"" ROM BLANCA",02/01/2023,FV FVR 13156,1,"546,22","546,22",650,,
VENTAS RESTREPO,"220204 C PVC 2"" ROM BLANCA",02/01/2023,FV FVR 13156,1,"630,25","630,25",750,,
VENTAS RESTREPO,310109 FLEECE TURQUEZA,02/01/2023,FV FVR 13157,5,"31.092,44","6.218,49",37000,,
VENTAS RESTREPO,310120 FLEECE IS OSCURO,02/01/2023,FV FVR 13157,"0,75","4.663,87","6.218,49",5550,,
VENTAS RESTREPO,460106 EMBO REFLE IS CLARO,02/01/2023,FV FVR 13156,4,"2.016,81","504,2",2400,,
VENTAS RESTREPO,60205 NYLON 240 -T8#,02/01/2023,FV FVR 13164,5,"19.747,90","3.949,58",23500,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,02/01/2023,FV FVR 13164,"1,1","10.260,50","9.327,73",12210,,
VENTAS RESTREPO,100107 TAFETA NEGRA,03/01/2023,FV FVR 13175,1,"2.268,91","2.268,91",2700,,
VENTAS RESTREPO,10201 CAM 70 AZUL ACUEDUCTO,03/01/2023,FV FVR 13172,1,"1.470,59","1.470,59",1750,,
VENTAS RESTREPO,10204 CAM 70 AZUL OSCURO,03/01/2023,FV FVR 13167,3,"4.411,76","1.470,59",5250,,
VENTAS RESTREPO,10601 CAM 70 FUCSIA NORMAL,03/01/2023,FV FVR 13167,3,"4.411,76","1.470,59",5250,,
VENTAS RESTREPO,10801 CAM 70 MORADO OSCURO,03/01/2023,FV FVR 13176,"5,6","8.235,29","1.470,59",9800,,
VENTAS RESTREPO,10803 CAM 70 LILA,03/01/2023,FV FVR 13174,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,03/01/2023,FV FVR 13165,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,03/01/2023,FV FVR 13171,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,03/01/2023,FV FVR 13173,20,"50.420,17","2.521,01",60000,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,03/01/2023,FV FVR 13170,10,"32.352,94","3.235,29",38500,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,03/01/2023,FV FVR 13174,20,"23.529,41","1.176,47",28000,,
VENTAS RESTREPO,310101 FLEECE NEGRO,03/01/2023,FV FVR 13165,20,"124.369,75","6.218,49",148000,,
VENTAS RESTREPO,330319 CAM WATER MOSTAZO,03/01/2023,FV FVR 13174,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,330701 CAM NET NEGRO,03/01/2023,FV FVR 13174,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,03/01/2023,FV FVR 13166,"2,1","19.588,24","9.327,73",23310,,
VENTAS RESTREPO,620104 MALLA SANDWICH AZUL OSCURA,03/01/2023,FV FVR 13169,10,"93.277,31","9.327,73",111000,,
VENTAS RESTREPO,70116 CARIÑOSI CAMEL,03/01/2023,FV FVR 13168,2,"12.605,04","6.302,52",15000,,
VENTAS RESTREPO,10202 CAM 70 AZUL PASTEL,04/01/2023,FV FVE 3096,200,"268.907,56","1.344,54",320000,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,04/01/2023,FV FVE 3096,200,"268.907,56","1.344,54",320000,,
VENTAS RESTREPO,10204 CAM 70 AZUL OSCURO,04/01/2023,FV FVE 3096,400,"537.815,13","1.344,54",640000,,
VENTAS RESTREPO,10208 CAM 70 AZUL COBALTO,04/01/2023,FV FVE 3096,200,"268.907,56","1.344,54",320000,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,04/01/2023,FV FVE 3095,23,"32.857,14","1.428,57",39100,,
VENTAS RESTREPO,10501 CAM 70 CAFÉ CLARO,04/01/2023,FV FVE 3096,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,10702 CAM 70 GRIS CLARO,04/01/2023,FV FVE 3096,200,"268.907,56","1.344,54",320000,,
VENTAS RESTREPO,10802 CAM 70 MORADO CLARO,04/01/2023,FV FVE 3096,400,"537.815,13","1.344,54",640000,,
VENTAS RESTREPO,10803 CAM 70 LILA,04/01/2023,FV FVE 3096,200,"268.907,56","1.344,54",320000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,04/01/2023,FV FVE 3096,400,"537.815,13","1.344,54",640000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,04/01/2023,FV FVE 3097,200,"268.907,56","1.344,54",320000,,
VENTAS RESTREPO,11001 CAM 70 NARANJA ZANAHORIA,04/01/2023,FV FVE 3096,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,11101 CAM 70 ROSADO PASTEL,04/01/2023,FV FVE 3096,400,"537.815,13","1.344,54",640000,,
VENTAS RESTREPO,11201 CAM 70 ROJO,04/01/2023,FV FVE 3096,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,11202 CAM 70 VINOTINTO,04/01/2023,FV FVE 3096,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,11302 CAM 70 VERDE PISTACHO,04/01/2023,FV FVE 3096,400,"537.815,13","1.344,54",640000,,
VENTAS RESTREPO,11303 CAM 70 VERDE JADE,04/01/2023,FV FVE 3096,200,"268.907,56","1.344,54",320000,,
VENTAS RESTREPO,120101 P.CONEJO NEGRO,04/01/2023,FV FVR 13180,"0,5","5.252,10","10.504,20",6250,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,04/01/2023,FV FVR 13183,5,"13.025,21","2.605,04",15500,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,04/01/2023,FV FVR 13179,"3,3","10.676,47","3.235,29",12705,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,04/01/2023,FV FVR 13184,"1,85","5.985,29","3.235,29","7122,5",,
VENTAS RESTREPO,140101 CAM 50 BLANCO,04/01/2023,FV FVE 3096,400,"453.781,51","1.134,45",540000,,
VENTAS RESTREPO,20301 CAM 100 BLANCO,04/01/2023,FV FVR 13179,2,"4.369,75","2.184,87",5200,,
VENTAS RESTREPO,30102 CAM 40 AZUL QUIRURGICO,04/01/2023,FV FVE 3096,100,"84.033,61","840,34",100000,,
VENTAS RESTREPO,310120 FLEECE IS OSCURO,04/01/2023,FV FVR 13186,"0,5","3.109,24","6.218,49",3700,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,04/01/2023,FV FVR 13186,"0,68","4.228,57","6.218,49",5032,,
VENTAS RESTREPO,370104 CHA REFLE ECONOMICO NARANJA,04/01/2023,FV FVR 13181,1,"3.277,31","3.277,31",3900,,
VENTAS RESTREPO,430811 BO 32X45X10 AZUL ACUEDUCTO,04/01/2023,FV FVR 13177,10,"12.605,04","1.260,50",15000,,
VENTAS RESTREPO,620103 MALLA SANDWICH GRIS OSCURA,04/01/2023,FV FVR 13185,1,"9.327,73","9.327,73",11100,,
VENTAS RESTREPO,620108 MALLA SANDWICH VERDE MILITAR,04/01/2023,FV FVR 13185,1,"9.327,73","9.327,73",11100,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,04/01/2023,FV FVR 13178,4,"43.697,48","10.924,37",52000,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,04/01/2023,FV FVR 13187,1,"10.924,37","10.924,37",13000,,
VENTAS RESTREPO,"701281 BORREFLEECE CUADROS LEÑADOS 1,60 METROS",04/01/2023,FV FVR 13182,1,"9.579,83","9.579,83",11400,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,05/01/2023,FV FVE 3100,230,"309.243,70","1.344,54",368000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,05/01/2023,FV FVR 13201,6,"8.823,53","1.470,59",10500,,
VENTAS RESTREPO,11201 CAM 70 ROJO,05/01/2023,FV FVR 13194,2,"2.941,18","1.470,59",3500,,
VENTAS RESTREPO,11201 CAM 70 ROJO,05/01/2023,FV FVR 13195,2,"2.941,18","1.470,59",3500,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,05/01/2023,FV FVE 3101,200,"487.394,96","2.436,97",580000,,
VENTAS RESTREPO,130107 CAM 150 BLANCO,05/01/2023,FV FVR 13192,2,"6.470,59","3.235,29",7700,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,05/01/2023,FV FVR 13190,"7,6","9.260,50","1.218,49",11020,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,05/01/2023,FV FVR 13200,"5,2","6.336,13","1.218,49",7540,,
VENTAS RESTREPO,150101 CAM 30 BLANCO,05/01/2023,FV FVR 13198,10,"8.823,53","882,35",10500,,
VENTAS RESTREPO,"221202 EVA 2,5 MM BLANCO",05/01/2023,FV FVR 13188,1,"6.890,76","6.890,76",8200,,
VENTAS RESTREPO,310101 FLEECE NEGRO,05/01/2023,FV FVR 13193,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310106 FLEECE VERDE CALI,05/01/2023,FV FVR 13193,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310109 FLEECE TURQUEZA,05/01/2023,FV FVR 13193,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310110 FLEECE NARANJA,05/01/2023,FV FVR 13194,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310110 FLEECE NARANJA,05/01/2023,FV FVR 13196,"0,8","4.974,79","6.218,49",5920,,
VENTAS RESTREPO,310111 FLEECE AMARILLO,05/01/2023,FV FVR 13193,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310111 FLEECE AMARILLO,05/01/2023,FV FVR 13194,4,"24.873,95","6.218,49",29600,,
VENTAS RESTREPO,310112 FLEECE ROJO,05/01/2023,FV FVR 13193,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310116 FLEECE MARFIL,05/01/2023,FV FVR 13193,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310117 FLEECE BEIGE,05/01/2023,FV FVR 13193,"0,8","4.974,79","6.218,49",5920,,
VENTAS RESTREPO,310118 FLEECE NARANJA PASTEL,05/01/2023,FV FVR 13193,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310118 FLEECE NARANJA PASTEL,05/01/2023,FV FVR 13194,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310120 FLEECE IS OSCURO,05/01/2023,FV FVR 13193,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,05/01/2023,FV FVR 13194,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310131 FLEECE LILA,05/01/2023,FV FVR 13193,"1,3","8.084,03","6.218,49",9620,,
VENTAS RESTREPO,310136 FLEECE V. PISTACHO,05/01/2023,FV FVR 13194,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310137 FLEECE MOSTAZA,05/01/2023,FV FVR 13193,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,620104 MALLA SANDWICH AZUL OSCURA,05/01/2023,FV FVR 13190,10,"93.277,31","9.327,73",111000,,
VENTAS RESTREPO,620104 MALLA SANDWICH AZUL OSCURA,05/01/2023,FV FVR 13197,3,"27.983,19","9.327,73",33300,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,05/01/2023,FV FVE 3099,50,"525.210,08","10.504,20",625000,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,05/01/2023,FV FVR 13191,1,"10.924,37","10.924,37",13000,,
VENTAS RESTREPO,70107 CARIÑOSI AZUL OSCURO,05/01/2023,FV FVR 13199,"0,6","3.781,51","6.302,52",4500,,
VENTAS RESTREPO,"701281 BORREFLEECE CUADROS LEÑADOS 1,60 METROS",05/01/2023,FV FVR 13198,"2,5","23.949,58","9.579,83",28500,,
JORGE ANDRES AGUIRRE ROJAS,150108 CAM 35 GR AZUL QUIRURGICO,06/01/2023,FV FVE 3102,"1.200,00","857.142,86","714,29",1020000,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,06/01/2023,FV FVR 13208,11,"16.176,47","1.470,59",19250,,
VENTAS RESTREPO,10702 CAM 70 GRIS CLARO,06/01/2023,FV FVR 13211,"1,65","2.426,47","1.470,59","2887,5",,
VENTAS RESTREPO,11101 CAM 70 ROSADO PASTEL,06/01/2023,FV FVR 13210,25,"35.714,29","1.428,57",42500,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,06/01/2023,FV FVR 13212,4,"12.941,18","3.235,29",15400,,
VENTAS RESTREPO,"220204 C PVC 2"" ROM BLANCA",06/01/2023,FV FVE 3105,"166,5","103.537,82","621,85",123210,,
VENTAS RESTREPO,230101 DRILL ROJO,06/01/2023,FV FVR 13204,"2,45","13.588,24","5.546,22",16170,,
VENTAS RESTREPO,230107 DRILL AZUL REY,06/01/2023,FV FVR 13204,"1,25","6.932,77","5.546,22",8250,,
VENTAS RESTREPO,290101 T REFLE IS CON BASE,06/01/2023,FV FVR 13209,"1,5","23.823,53","15.882,35",28350,,
VENTAS RESTREPO,310101 FLEECE NEGRO,06/01/2023,FV FVE 3103,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310134 FLEECE HELLO KITTY,06/01/2023,FV FVR 13214,"0,8","4.436,97","5.546,22",5280,,
VENTAS RESTREPO,330308 CAM WATER AZUL OSCURO,06/01/2023,FV FVR 13203,4,"12.100,84","3.025,21",14400,,
VENTAS RESTREPO,330521 CAM LEATHER RED,06/01/2023,FV FVR 13203,4,"12.100,84","3.025,21",14400,,
VENTAS RESTREPO,331004 CAM BURBUJA AZUL REY,06/01/2023,FV FVR 13203,4,"12.100,84","3.025,21",14400,,
VENTAS RESTREPO,430510 BO 35X41 NEGRA,06/01/2023,FV FVR 13211,1,"966,39","966,39",1150,,
VENTAS RESTREPO,430811 BO 32X45X10 AZUL ACUEDUCTO,06/01/2023,FV FVE 3104,25,"31.512,61","1.260,50",37500,,
VENTAS RESTREPO,430812 BO 32X45X10 NARANJA PASTEL,06/01/2023,FV FVR 13213,12,"15.126,05","1.260,50",18000,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,06/01/2023,FV FVR 13202,"0,5","4.663,87","9.327,73",5550,,
VENTAS RESTREPO,620111 MALLA SANDWICH MORADA,06/01/2023,FV FVR 13207,2,"18.655,46","9.327,73",22200,,
VENTAS RESTREPO,620116 MALLA SANDWICH BEIGE,06/01/2023,FV FVR 13205,"0,5","4.663,87","9.327,73",5550,,
VENTAS RESTREPO,620124 MALLA SANDWICH AZUL NOCHE,06/01/2023,FV FVR 13205,"0,5","4.663,87","9.327,73",5550,,
VENTAS RESTREPO,620124 MALLA SANDWICH AZUL NOCHE,06/01/2023,FV FVR 13206,3,"27.983,19","9.327,73",33300,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,06/01/2023,FV FVR 13205,2,"21.848,74","10.924,37",26000,,
VENTAS RESTREPO,10101 CAM 70 AMARILLO BANDERA,07/01/2023,FV FVE 3107,276,"371.092,44","1.344,54",441600,,
VENTAS RESTREPO,10202 CAM 70 AZUL PASTEL,07/01/2023,FV FVR 13223,1,"1.470,59","1.470,59",1750,,
VENTAS RESTREPO,10502 CAM 70 CAFÉ OSCURO,07/01/2023,FV FVR 13221,2,"2.941,18","1.470,59",3500,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,07/01/2023,FV FVR 13215,1,"1.470,59","1.470,59",1750,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,07/01/2023,FV FVR 13221,2,"2.941,18","1.470,59",3500,,
VENTAS RESTREPO,120110 P.CONEJO GRIS CLARA,07/01/2023,FV FVR 13218,3,"31.512,61","10.504,20",37500,,
VENTAS RESTREPO,120117 P.CONEJO AMARILLA,07/01/2023,FV FVR 13222,"0,6","6.302,52","10.504,20",7500,,
VENTAS RESTREPO,20403 CAM 100 BEIGE HUESO,07/01/2023,FV FVE 3107,1,"2.100,84","2.100,84",2500,,
VENTAS RESTREPO,310101 FLEECE NEGRO,07/01/2023,FV FVR 13218,30,"186.554,62","6.218,49",222000,,
VENTAS RESTREPO,310134 FLEECE HELLO KITTY,07/01/2023,FV FVE 3106,20,"110.924,37","5.546,22",132000,,
VENTAS RESTREPO,430402 BO 26X36 NARANJA,07/01/2023,FV FVR 13220,5,"4.411,76","882,35",5250,,
VENTAS RESTREPO,430510 BO 35X41 NEGRA,07/01/2023,FV FVR 13220,3,"2.899,16","966,39",3450,,
VENTAS RESTREPO,620104 MALLA SANDWICH AZUL OSCURA,07/01/2023,FV FVR 13216,10,"93.277,31","9.327,73",111000,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,07/01/2023,FV FVR 13219,2,"21.848,74","10.924,37",26000,,
VENTAS RESTREPO,70120 CARIÑOSI GRIS PERLA,07/01/2023,FV FVR 13217,5,"31.512,61","6.302,52",37500,,
