VENDEDOR,MATERIAL,Fecha,Documento,Cantidad,Total_Ingresos,Precio Promedio,Precio iva incluido,NOTA ,
VENTAS RESTREPO,120114 P.CONEJO GRIS OSCURO,16/04/2024,FV FVR 18655,2,"19.327,73","9.663,87",,,
VENTAS RESTREPO,120114 P.CONEJO GRIS OSCURO,18/04/2024,FV FVE 5037,2,"19.327,73","9.663,87",,,
VENTAS RESTREPO,120116 P.CONEJO CAFÉ,15/04/2024,FV FVE 5019,1,"9.663,87","9.663,87",,,
VENTAS RESTREPO,120116 P.CONEJO CAFÉ,25/04/2024,FV FVE 5069,2,"19.327,73","9.663,87",,,
VENTAS RESTREPO,120120 P.CONEJO LILA,23/04/2024,FV FVR 18712,1,"9.663,87","9.663,87",,,
VENTAS RESTREPO,120121 P.CONEJO AZUL REY,10/04/2024,FV FVR 18594,1,"9.663,87","9.663,87",,,
VENTAS RESTREPO,120121 P.CONEJO AZUL REY,15/04/2024,FV FVE 5019,"1,5","14.495,80","9.663,87",,,
VENTAS RESTREPO,120121 P.CONEJO AZUL REY,23/04/2024,FV FVR 18712,1,"9.663,87","9.663,87",,,
VENTAS RESTREPO,120121 P.CONEJO AZUL REY,25/04/2024,FV FVE 5069,2,"19.327,73","9.663,87",,,
VENTAS RESTREPO,120245 P.CONEJO HUESOS AMARILLOS,05/04/2024,FV FVR 18549,"1,5","14.495,80","9.663,87",,,
VENTAS RESTREPO,120271 P.CONEJO ESTAMPADO Y UNICOLOR,05/04/2024,FV FVR 18549,3,"28.991,60","9.663,87",,,
VENTAS RESTREPO,130102 CAM 120 BLANCO,12/04/2024,FV FVE 5011,100,"201.680,67","2.016,81",,,
VENTAS RESTREPO,130102 CAM 120 BLANCO,13/04/2024,FV FVR 18636,"0,5","1.113,45","2.226,89",,,
VENTAS RESTREPO,130102 CAM 120 BLANCO,15/04/2024,FV FVR 18639,5,"11.134,45","2.226,89",,,
VENTAS RESTREPO,130102 CAM 120 BLANCO,29/04/2024,FV FVR 18748,2,"4.453,78","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,01/04/2024,FV FVR 18502,3,"6.680,67","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,02/04/2024,FV FVR 18512,4,"8.907,56","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,08/04/2024,FV FVR 18574,20,"44.537,82","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,08/04/2024,FV FVR 18575,2,"4.453,78","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,15/04/2024,FV FVR 18639,5,"11.134,45","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,15/04/2024,FV FVR 18641,3,"6.680,67","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,17/04/2024,FV FVR 18668,50,"105.042,02","2.100,84",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,17/04/2024,FV FVR 18674,5,"11.134,45","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,18/04/2024,FV FVR 18679,1,"2.226,89","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,18/04/2024,FV FVR 18681,3,"6.680,67","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,27/04/2024,FV FVR 18747,4,"8.907,56","2.226,89",,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,30/04/2024,FV FVR 18775,1,"2.226,89","2.226,89",,,
VENTAS RESTREPO,130107 CAM 150 BLANCO,23/04/2024,FV FVR 18719,4,"11.092,44","2.773,11",,,
VENTAS RESTREPO,130107 CAM 150 BLANCO,30/04/2024,FV FVR 18779,2,"5.546,22","2.773,11",,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,02/04/2024,FV FVE 4968,100,"260.504,20","2.605,04",,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,05/04/2024,FV FVR 18550,50,"134.453,78","2.689,08",,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,09/04/2024,FV FVR 18587,"6,5","18.025,21","2.773,11",,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,18/04/2024,FV FVR 18679,2,"5.546,22","2.773,11",,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,23/04/2024,FV FVR 18720,50,"134.453,78","2.689,08",,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,23/04/2024,FV FVR 18721,50,"134.453,78","2.689,08",,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,24/04/2024,FV FVR 18726,10,"27.731,09","2.773,11",,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,29/04/2024,FV FVR 18758,1,"2.773,11","2.773,11",,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,30/04/2024,FV FVR 18771,8,"22.184,87","2.773,11",,,
VENTAS RESTREPO,140101 CAM 50 BLANCO,05/04/2024,FV FVR 18546,100,"92.436,97","924,37",,,
VENTAS RESTREPO,140101 CAM 50 BLANCO,15/04/2024,FV FVR 18647,20,"21.008,40","1.050,42",,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,02/04/2024,FV FVR 18514,24,"25.210,08","1.050,42",,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,09/04/2024,FV FVR 18590,150,"138.655,46","924,37",,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,10/04/2024,FV FVR 18593,20,"21.008,40","1.050,42",,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,15/04/2024,FV FVR 18640,20,"21.008,40","1.050,42",,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,17/04/2024,FV FVR 18678,150,"138.655,46","924,37",,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,24/04/2024,FV FVE 5065,50,"48.319,33","966,39",,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,27/04/2024,FV FVR 18746,150,"138.655,46","924,37",,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,29/04/2024,FV FVE 5087,20,"21.008,40","1.050,42",,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,29/04/2024,FV FVR 18760,20,"21.008,40","1.050,42",,,
VENTAS RESTREPO,140103 CAM 50 AZUL PASTEL,03/04/2024,FV FVR 18534,6,"6.302,52","1.050,42",,,
VENTAS RESTREPO,140103 CAM 50 AZUL PASTEL,05/04/2024,FV FVR 18558,3,"3.151,26","1.050,42",,,
VENTAS RESTREPO,150101 CAM 30 BLANCO,01/04/2024,FV FVR 18501,"55,5","41.974,79","756,30",,,
VENTAS RESTREPO,150101 CAM 30 BLANCO,08/04/2024,FV FVR 18579,100,"75.630,25","756,30",,,
VENTAS RESTREPO,150101 CAM 30 BLANCO,17/04/2024,FV FVR 18664,35,"27.941,18","798,32",,,
VENTAS RESTREPO,150101 CAM 30 BLANCO,17/04/2024,FV FVR 18676,150,"113.445,38","756,30",,,
VENTAS RESTREPO,190110 LOTTO NEGRO,24/04/2024,FV FVR 18723,2,"10.756,30","5.378,15",,,
VENTAS RESTREPO,200111 SUAVETINA AGUA MARINA,11/04/2024,FV FVR 18615,3,"34.537,82","11.512,61",,,
VENTAS RESTREPO,20203 CAM 100 AZUL REY,27/04/2024,FV FVR 18744,36,"65.042,02","1.806,72",,,
VENTAS RESTREPO,20205 CAM 100 AZUL OSCURO,30/04/2024,FV FVR 18779,2,"3.865,55","1.932,77",,,
VENTAS RESTREPO,20301 CAM 100 BLANCO,03/04/2024,FV FVR 18523,1,"1.932,77","1.932,77",,,
VENTAS RESTREPO,20301 CAM 100 BLANCO,03/04/2024,FV FVR 18524,1,"1.932,77","1.932,77",,,
VENTAS RESTREPO,20301 CAM 100 BLANCO,19/04/2024,FV FVR 18688,3,"5.798,32","1.932,77",,,
VENTAS RESTREPO,20301 CAM 100 BLANCO,23/04/2024,FV FVR 18714,3,"5.798,32","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,01/04/2024,FV FVR 18507,4,"7.731,09","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,03/04/2024,FV FVR 18533,"1,26","2.435,29","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,05/04/2024,FV FVR 18545,5,"9.663,87","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,05/04/2024,FV FVR 18553,1,"1.932,77","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,05/04/2024,FV FVR 18560,2,"3.865,55","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,12/04/2024,FV FVE 5017,20,"38.655,46","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,20/04/2024,FV FVR 18703,"26,1","50.445,38","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,22/04/2024,FV FVR 18710,"10,09","19.493,95","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,25/04/2024,FV FVR 18728,8,"15.462,18","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,25/04/2024,FV FVR 18729,5,"9.663,87","1.932,77",,,
VENTAS RESTREPO,20401 CAM 100 BEIGE CLARO - MEDIO,30/04/2024,FV FVR 18779,2,"3.865,55","1.932,77",,,
VENTAS RESTREPO,20601 CAM 100 FUCSIA NORMAL,03/04/2024,FV FVR 18523,1,"1.932,77","1.932,77",,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,03/04/2024,FV FVR 18524,1,"1.932,77","1.932,77",,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,04/04/2024,FV FVE 4975,20,"36.134,45","1.806,72",,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,10/04/2024,FV FVE 5001,4,"7.731,09","1.932,77",,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,10/04/2024,FV FVR 18595,30,"54.201,68","1.806,72",,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,10/04/2024,FV FVR 18597,5,"9.663,87","1.932,77",,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,19/04/2024,FV FVE 5040,20,"38.655,46","1.932,77",,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,25/04/2024,FV FVE 5072,10,"19.327,73","1.932,77",,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,29/04/2024,FV FVE 5085,20,"38.655,46","1.932,77",,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,30/04/2024,FV FVR 18783,20,"38.655,46","1.932,77",,,
VENTAS RESTREPO,21201 CAM 100 ROJO,02/04/2024,FV FVE 4968,100,"176.470,59","1.764,71",,,
VENTAS RESTREPO,21201 CAM 100 ROJO,03/04/2024,FV FVR 18524,2,"3.865,55","1.932,77",,,
VENTAS RESTREPO,21201 CAM 100 ROJO,08/04/2024,FV FVE 4994,600,"1.008.403,36","1.680,67",,,
VENTAS RESTREPO,21201 CAM 100 ROJO,15/04/2024,FV FVE 5022,83,"149.957,98","1.806,72",,,
VENTAS RESTREPO,21201 CAM 100 ROJO,15/04/2024,FV FVR 18650,2,"3.865,55","1.932,77",,,
VENTAS RESTREPO,21452 CAM SALIX PINK,09/04/2024,FV FVR 18581,"1,5","3.907,56","2.605,04",,,
VENTAS RESTREPO,214562 CAM S-LOVE GREY,15/04/2024,FV FVR 18638,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,214562 CAM S-LOVE GREY,30/04/2024,FV FVR 18780,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,2154510 CAM S-LOVE RED,15/04/2024,FV FVR 18638,2,"5.210,08","2.605,04",,,
VENTAS RESTREPO,2154510 CAM S-LOVE RED,25/04/2024,FV FVR 18733,4,"10.420,17","2.605,04",,,
VENTAS RESTREPO,2154510 CAM S-LOVE RED,26/04/2024,FV FVR 18739,20,"49.579,83","2.478,99",,,
VENTAS RESTREPO,21554 CAM S-LOVE LIGHT PURPLE,11/04/2024,FV FVR 18616,10,"26.050,42","2.605,04",,,
VENTAS RESTREPO,21554 CAM S-LOVE LIGHT PURPLE,25/04/2024,FV FVR 18733,4,"10.420,17","2.605,04",,,
VENTAS RESTREPO,21554 CAM S-LOVE LIGHT PURPLE,26/04/2024,FV FVR 18739,10,"26.050,42","2.605,04",,,
VENTAS RESTREPO,21554 CAM S-LOVE LIGHT PURPLE,30/04/2024,FV FVR 18782,10,"26.050,42","2.605,04",,,
VENTAS RESTREPO,"220204 C PVC 2"" ROM BLANCA",08/04/2024,FV FVR 18571,10,"6.302,52","630,25",,,
VENTAS RESTREPO,"220204 C PVC 2"" ROM BLANCA",11/04/2024,FV FVR 18602,1,"630,25","630,25",,,
VENTAS RESTREPO,"221207 EVA 2,5 MM NEGRO",26/04/2024,FV FVE 5081,7,"40.000,00","5.714,29",,,
VENTAS RESTREPO,"221212 EVA 3,5 MM NEGRO",05/04/2024,FV FVE 4980,15,"130.462,18","8.697,48",,,
VENTAS RESTREPO,"221212 EVA 3,5 MM NEGRO",11/04/2024,FV FVR 18613,"0,5","4.348,74","8.697,48",,,
VENTAS RESTREPO,"221212 EVA 3,5 MM NEGRO",18/04/2024,FV FVE 5029,"10,3","89.584,03","8.697,48",,,
VENTAS RESTREPO,22145 CAM SALIX LIGHT PURPLE,15/04/2024,FV FVR 18638,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,240002 ENTRETELA DE 80 GRAMOS,05/04/2024,FV FVR 18561,3,"6.806,72","2.268,91",,,
VENTAS RESTREPO,240002 ENTRETELA DE 80 GRAMOS,16/04/2024,FV FVR 18653,2,"4.537,82","2.268,91",,,
VENTAS RESTREPO,240002 ENTRETELA DE 80 GRAMOS,16/04/2024,FV FVR 18657,5,"11.344,54","2.268,91",,,
VENTAS RESTREPO,260106 CAM LAMI BLANCO,06/04/2024,FV FVR 18566,5,"15.966,39","3.193,28",,,
VENTAS RESTREPO,260107 CAM LAMI AZUL REY,03/04/2024,FV FVR 18530,5,"15.966,39","3.193,28",,,
VENTAS RESTREPO,260107 CAM LAMI AZUL REY,06/04/2024,FV FVR 18565,16,"51.092,44","3.193,28",,,
VENTAS RESTREPO,260107 CAM LAMI AZUL REY,08/04/2024,FV FVR 18573,4,"12.773,11","3.193,28",,,
VENTAS RESTREPO,310101 FLEECE NEGRO,05/04/2024,FV FVR 18559,6,"35.798,32","5.966,39",,,
VENTAS RESTREPO,310101 FLEECE NEGRO,09/04/2024,FV FVR 18582,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310101 FLEECE NEGRO,12/04/2024,FV FVR 18627,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310101 FLEECE NEGRO,20/04/2024,FV FVR 18697,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310101 FLEECE NEGRO,23/04/2024,FV FVR 18719,"2,3","13.722,69","5.966,39",,,
VENTAS RESTREPO,310101 FLEECE NEGRO,24/04/2024,FV FVE 5066,1,"5.966,39","5.966,39",,,
VENTAS RESTREPO,310101 FLEECE NEGRO,25/04/2024,FV FVE 5072,10,"59.663,87","5.966,39",,,
VENTAS RESTREPO,310101 FLEECE NEGRO,29/04/2024,FV FVR 18753,3,"17.899,16","5.966,39",,,
VENTAS RESTREPO,310102 FLEECE BLANCO,08/04/2024,FV FVE 4991,1,"5.966,39","5.966,39",,,
VENTAS RESTREPO,310102 FLEECE BLANCO,15/04/2024,FV FVR 18645,1,"5.966,39","5.966,39",,,
VENTAS RESTREPO,310104 FLEECE AZUL REY,10/04/2024,FV FVE 5001,6,"35.798,32","5.966,39",,,
VENTAS RESTREPO,310104 FLEECE AZUL REY,11/04/2024,FV FVR 18604,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310105 FLEECE AZUL PASTEL,11/04/2024,FV FVR 18614,"0,5","2.983,19","5.966,39",,,
VENTAS RESTREPO,310106 FLEECE VERDE CALI,08/04/2024,FV FVE 4991,1,"5.966,39","5.966,39",,,
VENTAS RESTREPO,310110 FLEECE NARANJA,08/04/2024,FV FVE 4991,1,"5.966,39","5.966,39",,,
VENTAS RESTREPO,310111 FLEECE AMARILLO,08/04/2024,FV FVE 4991,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310111 FLEECE AMARILLO,29/04/2024,FV FVR 18764,"3,3","19.689,08","5.966,39",,,
VENTAS RESTREPO,310112 FLEECE ROJO,10/04/2024,FV FVR 18601,1,"5.966,39","5.966,39",,,
VENTAS RESTREPO,310112 FLEECE ROJO,11/04/2024,FV FVR 18604,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310112 FLEECE ROJO,25/04/2024,FV FVE 5073,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310112 FLEECE ROJO,25/04/2024,FV FVR 18730,4,"23.865,55","5.966,39",,,
VENTAS RESTREPO,310115 FLEECE CAMEL,08/04/2024,FV FVE 4991,1,"5.966,39","5.966,39",,,
VENTAS RESTREPO,310116 FLEECE MARFIL,23/04/2024,FV FVR 18719,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310116 FLEECE MARFIL,29/04/2024,FV FVR 18769,3,"17.899,16","5.966,39",,,
VENTAS RESTREPO,310119 FLEECE IS CLARO,08/04/2024,FV FVE 4991,1,"5.966,39","5.966,39",,,
VENTAS RESTREPO,310119 FLEECE IS CLARO,25/04/2024,FV FVR 18735,3,"17.899,16","5.966,39",,,
VENTAS RESTREPO,310120 FLEECE IS OSCURO,08/04/2024,FV FVE 4986,30,"176.470,59","5.882,35",,,
VENTAS RESTREPO,310120 FLEECE IS OSCURO,11/04/2024,FV FVE 5007,10,"59.663,87","5.966,39",,,
VENTAS RESTREPO,310120 FLEECE IS OSCURO,29/04/2024,FV FVR 18753,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310122 FLEECE ORTENCIA,29/04/2024,FV FVR 18764,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,06/04/2024,FV FVR 18568,5,"29.831,93","5.966,39",,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,08/04/2024,FV FVE 4991,1,"5.966,39","5.966,39",,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,09/04/2024,FV FVR 18583,2,"11.932,77","5.966,39",,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,12/04/2024,FV FVR 18626,"5,9","35.201,68","5.966,39",,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,13/04/2024,FV FVR 18630,5,"29.831,93","5.966,39",,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,13/04/2024,FV FVR 18633,"0,5","2.983,19","5.966,39",,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,22/04/2024,FV FVE 5052,5,"29.831,93","5.966,39",,,
VENTAS RESTREPO,310129 FLEECE AZUL PETROLEO,05/04/2024,FV FVR 18563,"6,16","36.752,94","5.966,39",,,
VENTAS RESTREPO,310129 FLEECE AZUL PETROLEO,08/04/2024,FV FVR 18578,4,"23.865,55","5.966,39",,,
VENTAS RESTREPO,310129 FLEECE AZUL PETROLEO,29/04/2024,FV FVR 18764,"7,7","45.941,18","5.966,39",,,
VENTAS RESTREPO,310136 FLEECE V. PISTACHO,29/04/2024,FV FVR 18764,"4,8","28.638,66","5.966,39",,,
VENTAS RESTREPO,310150 FLEECE A CUADROS DNS # 1,03/04/2024,FV FVR 18521,"4,6","28.218,49","6.134,45",,,
VENTAS RESTREPO,310150 FLEECE A CUADROS DNS # 1,05/04/2024,FV FVR 18547,"1,6","9.815,13","6.134,45",,,
VENTAS RESTREPO,310150 FLEECE A CUADROS DNS # 1,29/04/2024,FV FVR 18754,"1,5","9.201,68","6.134,45",,,
VENTAS RESTREPO,310151 FLEECE A CUADROS DNS # 2,01/04/2024,FV FVR 18505,"2,6","15.949,58","6.134,45",,,
VENTAS RESTREPO,310151 FLEECE A CUADROS DNS # 2,03/04/2024,FV FVR 18521,"0,8","4.907,56","6.134,45",,,
VENTAS RESTREPO,310151 FLEECE A CUADROS DNS # 2,11/04/2024,FV FVR 18607,1,"6.134,45","6.134,45",,,
VENTAS RESTREPO,310151 FLEECE A CUADROS DNS # 2,19/04/2024,FV FVR 18695,"1,6","9.815,13","6.134,45",,,
VENTAS RESTREPO,310151 FLEECE A CUADROS DNS # 2,22/04/2024,FV FVR 18706,"3,17","19.446,22","6.134,45",,,
VENTAS RESTREPO,310151 FLEECE A CUADROS DNS # 2,25/04/2024,FV FVR 18734,2,"12.268,91","6.134,45",,,
VENTAS RESTREPO,310152 FLEECE A CUADROS DNS # 3,23/04/2024,FV FVE 5061,"80,5","480.294,12","5.966,39",,,
VENTAS RESTREPO,310152 FLEECE A CUADROS DNS # 3,29/04/2024,FV FVR 18763,"1,5","9.201,68","6.134,45",,,
VENTAS RESTREPO,310153 FLEECE A CUADROS DNS # 4,03/04/2024,FV FVR 18521,"0,6","3.680,67","6.134,45",,,
VENTAS RESTREPO,310153 FLEECE A CUADROS DNS # 4,04/04/2024,FV FVR 18544,12,"73.613,45","6.134,45",,,
VENTAS RESTREPO,310153 FLEECE A CUADROS DNS # 4,05/04/2024,FV FVR 18547,"1,6","9.815,13","6.134,45",,,
VENTAS RESTREPO,310153 FLEECE A CUADROS DNS # 4,06/04/2024,FV FVR 18567,18,"110.420,17","6.134,45",,,
VENTAS RESTREPO,310153 FLEECE A CUADROS DNS # 4,29/04/2024,FV FVR 18754,"1,5","9.201,68","6.134,45",,,
VENTAS RESTREPO,310153 FLEECE A CUADROS DNS # 4,29/04/2024,FV FVR 18764,"1,6","9.815,13","6.134,45",,,
VENTAS RESTREPO,320404 DELANTAL NO MICKEY,18/04/2024,FV FVR 18685,1,"3.865,55","3.865,55",,,
VENTAS RESTREPO,330102 CAM STONE WHITE,04/04/2024,FV FVR 18542,30,"74.369,75","2.478,99",,,
VENTAS RESTREPO,330102 CAM STONE WHITE,05/04/2024,FV FVR 18554,12,"31.260,50","2.605,04",,,
VENTAS RESTREPO,330102 CAM STONE WHITE,18/04/2024,FV FVE 5030,6,"15.630,25","2.605,04",,,
VENTAS RESTREPO,330201 CAM SUN VERDE MENTA,15/04/2024,FV FVR 18638,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,330205 CAM SUN LIGTH PURPLE,25/04/2024,FV FVR 18732,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,330205 CAM SUN LIGTH PURPLE,27/04/2024,FV FVR 18745,"3,5","9.117,65","2.605,04",,,
VENTAS RESTREPO,330206 CAM SUN PINK,02/04/2024,FV FVR 18516,15,"35.294,12","2.352,94",,,
VENTAS RESTREPO,330206 CAM SUN PINK,03/04/2024,FV FVR 18527,"51,5","121.176,47","2.352,94",,,
VENTAS RESTREPO,330206 CAM SUN PINK,04/04/2024,FV FVR 18542,6,"14.873,95","2.478,99",,,
VENTAS RESTREPO,330206 CAM SUN PINK,11/04/2024,FV FVR 18605,8,"20.840,34","2.605,04",,,
VENTAS RESTREPO,330206 CAM SUN PINK,11/04/2024,FV FVR 18616,20,"52.100,84","2.605,04",,,
VENTAS RESTREPO,330206 CAM SUN PINK,11/04/2024,FV FVR 18618,"0,5","1.302,52","2.605,04",,,
VENTAS RESTREPO,330206 CAM SUN PINK,15/04/2024,FV FVR 18638,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,330206 CAM SUN PINK,15/04/2024,FV FVR 18648,16,"41.680,67","2.605,04",,,
VENTAS RESTREPO,330206 CAM SUN PINK,16/04/2024,FV FVR 18654,8,"20.840,34","2.605,04",,,
VENTAS RESTREPO,330206 CAM SUN PINK,25/04/2024,FV FVR 18733,12,"31.260,50","2.605,04",,,
VENTAS RESTREPO,330207 CAM SUN GREY,02/04/2024,FV FVR 18516,20,"47.058,82","2.352,94",,,
VENTAS RESTREPO,330207 CAM SUN GREY,30/04/2024,FV FVR 18771,"0,5","1.302,52","2.605,04",,,
VENTAS RESTREPO,330208 CAM SUN WHITE,04/04/2024,FV FVR 18542,10,"26.050,42","2.605,04",,,
VENTAS RESTREPO,330208 CAM SUN WHITE,18/04/2024,FV FVR 18684,15,"39.075,63","2.605,04",,,
VENTAS RESTREPO,330208 CAM SUN WHITE,19/04/2024,FV FVR 18693,32,"79.327,73","2.478,99",,,
VENTAS RESTREPO,330208 CAM SUN WHITE,24/04/2024,FV FVR 18727,50,"117.647,06","2.352,94",,,
VENTAS RESTREPO,330208 CAM SUN WHITE,25/04/2024,FV FVR 18733,8,"20.840,34","2.605,04",,,
VENTAS RESTREPO,330211 CAM SUN RED,02/04/2024,FV FVR 18515,45,"105.882,35","2.352,94",,,
VENTAS RESTREPO,330211 CAM SUN RED,15/04/2024,FV FVR 18638,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,330211 CAM SUN RED,17/04/2024,FV FVR 18667,30,"74.369,75","2.478,99",,,
VENTAS RESTREPO,330211 CAM SUN RED,25/04/2024,FV FVR 18732,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,330211 CAM SUN RED,27/04/2024,FV FVR 18745,"3,5","9.117,65","2.605,04",,,
VENTAS RESTREPO,330211 CAM SUN RED,30/04/2024,FV FVR 18780,2,"5.210,08","2.605,04",,,
VENTAS RESTREPO,330213 CAM SUN BEIGE,02/04/2024,FV FVR 18515,45,"105.882,35","2.352,94",,,
VENTAS RESTREPO,330213 CAM SUN BEIGE,11/04/2024,FV FVR 18616,10,"26.050,42","2.605,04",,,
VENTAS RESTREPO,330302 CAM WATER LIGHT PURPLE,15/04/2024,FV FVR 18638,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,330317 CAM WATER BLACK,30/04/2024,FV FVR 18780,2,"5.210,08","2.605,04",,,
VENTAS RESTREPO,3304014 CAM MOON PINK,29/04/2024,FV FVR 18755,2,"5.210,08","2.605,04",,,
VENTAS RESTREPO,3304014 CAM MOON PINK,30/04/2024,FV FVR 18780,2,"5.210,08","2.605,04",,,
VENTAS RESTREPO,330402 CAM MOON BLACK,15/04/2024,FV FVR 18638,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,330402 CAM MOON BLACK,29/04/2024,FV FVR 18759,6,"15.630,25","2.605,04",,,
VENTAS RESTREPO,330414 CAM MOON IS CLARO,29/04/2024,FV FVR 18755,3,"7.815,13","2.605,04",,,
VENTAS RESTREPO,330504 CAM LEATHER EMERALD GREEN,18/04/2024,FV FVE 5030,6,"15.630,25","2.605,04",,,
VENTAS RESTREPO,330506 CAM LEATHER BLANCO,18/04/2024,FV FVE 5036,42,"104.117,65","2.478,99",,,
VENTAS RESTREPO,330509 CAM LEATHER PINK,05/04/2024,FV FVR 18551,20,"49.579,83","2.478,99",,,
VENTAS RESTREPO,330509 CAM LEATHER PINK,18/04/2024,FV FVE 5030,6,"15.630,25","2.605,04",,,
VENTAS RESTREPO,330607 CAM CIRCLE NEGRO,15/04/2024,FV FVR 18638,"0,5","1.302,52","2.605,04",,,
VENTAS RESTREPO,330611 CAM CIRCLE GRIS OSCURO,30/04/2024,FV FVR 18780,1,"2.605,04","2.605,04",,,
VENTAS RESTREPO,330701 CAM NET NEGRO,11/04/2024,FV FVR 18605,32,"79.327,73","2.478,99",,,
VENTAS RESTREPO,330701 CAM NET NEGRO,25/04/2024,FV FVR 18733,8,"20.840,34","2.605,04",,,
VENTAS RESTREPO,330702 CAM NET BLANCO,05/04/2024,FV FVR 18551,20,"49.579,83","2.478,99",,,
VENTAS RESTREPO,330702 CAM NET BLANCO,08/04/2024,FV FVR 18577,10,"26.050,42","2.605,04",,,
